customer_no,acct_type,owner_indic,cur_balance_amt
11823,54,1,348962
11824,1,1,11320
11824,5,1,0
11824,10,1,180152
11825,2,1,186851
11825,3,1,187129
11825,5,1,0
11825,10,1,139361
11826,0,1,86212
11826,5,1,0
11826,6,1,0
11826,10,1,45449
11826,13,1,0
11827,10,1,0
11827,32,1,0
11827,51,4,0
11828,2,4,4331352
11828,5,1,0
11828,10,1,19499
11829,1,1,0
11829,6,1,106048
11829,7,1,0
11829,10,1,279580
11829,13,1,0
11830,0,1,0
11830,10,1,0
11830,13,4,0
11830,32,1,175693
11831,10,1,13949
11832,0,1,0
11832,5,1,0
11832,6,1,0
11832,10,1,24033
11832,32,1,269828
11833,6,1,37757
11833,7,1,0
11833,10,1,4850
11834,5,1,0
11834,6,1,0
11834,10,1,86482
11835,6,1,0
11835,10,1,34552
11835,13,1,0
11836,1,1,0
11836,6,1,0
11836,10,1,11023
11837,5,1,283683
11837,10,1,72910
11837,12,1,6
11838,10,1,23240
11839,6,1,77972
11839,10,1,68629
11839,13,1,133347
11840,4,1,91585
11840,5,1,0
11840,6,1,12683
11840,10,1,213002
11841,0,1,116580
11841,5,1,0
11841,10,1,52145
11841,13,1,0
11842,5,1,241360
11842,10,1,84121
11843,0,1,0
11843,5,1,0
11843,6,1,10996
11843,10,1,319127
11843,12,1,0
11843,13,1,0
11844,0,1,28998
11844,5,1,273507
11844,6,1,93432
11844,7,1,0
11844,10,1,77309
11844,15,1,0
11845,5,1,108249
11845,6,1,0
11845,10,1,187272
11845,32,1,795158
11846,0,1,23100
11846,5,1,335000
11846,6,1,0
11846,10,1,73772
11846,13,1,0
11847,1,1,0
11847,6,1,42142
11847,10,1,51637
11848,0,1,19600
11848,5,1,0
11848,6,1,89662
11848,10,1,220570
11848,12,1,0
11849,2,1,1791200
11849,6,1,26582
11849,10,1,252907
11849,13,1,0
11850,10,1,3851
11851,10,1,41766
11852,10,1,17786
11853,1,1,226904
11853,6,1,0
11853,10,1,41661
11854,6,1,20386
11854,10,1,34322
11854,13,1,0
11855,6,1,0
11855,10,1,6890
11856,1,1,261052
11856,2,1,0
11856,3,4,2843193
11856,10,1,708146
11856,10,2,0
11856,12,4,0
11856,51,1,0
11857,10,1,33649
11858,1,1,855806
11858,7,1,25000
11858,10,1,65070
11859,1,1,58250
11859,3,1,1261079
11859,5,1,0
11859,6,1,41667
11859,10,1,120565
11860,5,1,452701
11860,10,1,26509
11860,13,1,0
11861,0,1,15900
11861,5,1,0
11861,6,1,8800
11861,10,1,62202
11861,13,1,0
11862,0,1,0
11862,10,1,0
11863,2,4,5938192
11863,8,4,250152
11863,10,1,27360
11863,35,4,0
11864,0,1,54000
11864,5,1,32384
11864,5,4,191064
11864,6,1,16452
11864,10,1,98149
11864,13,1,129265
11865,3,4,313198
11865,10,1,35687
11865,13,1,31052
11866,2,4,2937560
11866,10,1,72799
11867,10,1,41988
11867,13,1,0
11868,0,1,0
11868,5,1,235146
11868,6,1,27320
11868,10,1,186891
11868,13,1,0
11869,0,1,0
11869,1,3,498599
11869,1,4,476445
11869,2,1,1243245
11869,2,4,1199735
11869,3,1,694843
11869,10,1,9472
11869,13,1,0
11870,2,1,253630
11870,5,1,111908
11870,10,1,76888
11871,10,1,193446
11872,2,1,2937764
11872,5,4,0
11872,6,1,0
11872,10,1,186499
11872,13,1,0
11873,1,1,318045
11873,1,4,220094
11873,10,1,138836
11873,13,1,0
11874,10,1,69308
11875,10,1,39014
11876,10,1,82553
11876,13,1,0
11877,10,1,10441
11877,13,1,2489
11878,10,1,81354
11879,10,1,220480
11879,13,1,0
11880,5,1,36862
11880,6,1,0
11880,13,1,0
11881,6,1,20250
11881,7,1,150100
11881,10,1,23831
11881,13,1,0
11882,6,1,6800
11882,10,1,11182
11882,13,1,27704
11883,5,1,162500
11883,7,1,21000
11883,10,1,42757
11883,13,1,0
11884,6,1,15990
11884,10,1,69530
11885,5,1,166429
11885,6,1,22130
11885,7,1,47500
11885,10,1,43331
11886,0,1,44654
11886,5,1,25957
11886,6,1,0
11886,10,1,91138
11886,13,1,0
11887,1,1,241511
11887,2,4,876400
11887,10,1,40947
11888,2,4,1163801
11888,5,1,0
11888,6,1,0
11888,10,1,75178
11888,13,1,0
11889,0,1,90664
11889,10,1,9348
11890,6,1,0
11890,10,1,-20194
11890,13,1,0
11891,2,4,3378362
11891,5,1,399529
11891,6,1,9250
11891,10,1,62454
11891,51,1,0
11892,0,1,0
11892,1,1,0
11892,1,3,0
11892,1,4,2692686
11892,2,1,0
11892,2,4,3859713
11892,5,1,0
11892,6,1,42800
11892,10,1,83474
11892,10,2,-52
11893,1,1,232559
11893,5,1,20315
11893,6,1,0
11893,10,1,253723
11893,13,1,0
11894,0,1,691597
11894,1,1,638495
11894,10,1,104133
11894,10,2,0
11895,0,1,0
11895,1,3,0
11895,3,4,796751
11895,5,1,136062
11895,7,1,0
11895,10,1,18504
11896,5,1,98281
11896,6,1,88941
11896,10,1,59387
11897,0,1,98067
11897,2,4,404545
11897,5,1,340880
11897,5,4,521563
11897,6,1,0
11897,10,1,133052
11897,53,1,0
11898,10,1,93500
11898,32,1,227578
11899,0,1,40720
11899,1,1,317625
11899,2,1,1077838
11899,5,1,0
11899,6,1,18532
11899,10,1,16138
11900,2,4,2697709
11900,5,1,268267
11900,6,1,9420
11900,10,1,168257
11900,13,1,45205
11901,6,1,15215
11901,10,1,85624
11901,13,1,0
11902,10,1,16309
11902,13,1,0
11903,1,3,0
11903,5,1,40000
11903,6,1,0
11903,10,1,-30
11904,6,1,0
11904,10,1,1790
11904,13,1,34264
11905,6,1,4256
11905,13,1,0
11906,5,1,145947
11906,6,1,55500
11906,10,1,111420
11907,6,1,0
11907,10,1,53997
11907,10,2,78944
11908,10,1,69444
11908,10,2,-11
11909,10,1,29399
11910,0,4,0
11910,6,1,0
11910,8,4,0
11910,10,1,23757
11911,0,1,0
11911,1,1,0
11911,2,1,0
11911,2,4,1425060
11911,5,1,0
11911,6,1,1450
11911,10,1,81910
11912,5,1,220000
11912,10,1,14909
11913,10,1,1394
11914,10,1,58470
11915,5,1,27068
11915,6,1,0
11915,10,1,6421
11915,13,1,0
11916,10,1,46017
11916,13,1,0
11917,1,1,70693
11917,2,1,0
11917,2,4,1737148
11917,4,4,239362
11917,5,1,64468
11917,10,1,37732
11918,8,4,1191468
11918,10,1,186
11919,6,1,0
11919,10,1,4319
11920,1,1,3947462
11920,2,4,9018912
11920,5,1,0
11920,10,1,30269
11920,10,2,0
11921,1,1,0
11921,2,4,2729317
11921,5,1,0
11921,10,1,43391
11922,1,1,848206
11922,5,1,17809
11922,5,4,0
11922,10,1,676213
11922,10,2,1319672
11922,51,1,1561438
11922,51,4,234544
11923,1,1,304587
11923,6,1,5000
11923,7,1,67313
11923,10,1,31303
11924,2,4,1275741
11924,6,1,1600
11925,10,1,44265
11926,0,1,27325
11926,10,1,261658
11926,13,1,0
11927,5,1,271011
11927,10,1,340389
11928,5,1,1906327
11928,10,1,135568
11929,10,1,378395
11929,13,4,0
11930,2,1,0
11930,13,1,0
11931,1,4,0
11931,10,1,81829
11932,10,1,44647
11933,5,1,284606
11933,6,1,9900
11933,10,1,106467
11934,5,1,234534
11934,6,1,0
11934,10,1,55637
11934,13,1,57625
11935,5,1,45149
11935,10,1,48651
11935,13,1,0
11935,53,1,253587
11936,5,1,181871
11936,7,1,159000
11936,10,1,60042
11936,13,1,0
11937,6,1,15752
11937,10,1,155869
11938,1,3,40866
11938,6,1,0
11938,10,1,52893
11939,5,1,100000
11939,6,1,59270
11939,10,1,104238
11940,6,1,63332
11940,10,1,147775
11941,1,3,0
11941,3,1,0
11941,10,1,8531
11941,13,1,0
11941,32,1,0
11942,10,1,1235
11942,13,1,82519
11943,0,1,0
11943,1,1,0
11943,10,1,4900
11944,0,1,1026
11944,1,1,311588
11944,5,1,0
11944,6,1,11176
11944,10,1,51517
11944,13,1,2196
11945,1,1,257021
11945,5,1,461525
11945,6,1,0
11945,10,1,381481
11946,5,1,282000
11946,6,1,0
11946,10,1,102253
11947,1,1,20992
11947,6,1,0
11947,10,1,8588
11947,13,1,53675
11948,5,1,1620934
11948,6,1,5743
11948,7,1,0
11948,10,1,81240
11949,5,1,0
11949,10,1,81312
11949,13,1,0
11950,2,1,1156517
11950,6,1,0
11950,10,1,27430
11951,6,1,18080
11951,10,1,328883
11952,1,4,468990
11952,3,4,4259165
11952,5,1,0
11952,10,1,95648
11953,7,1,189073
11953,10,1,18639
11954,2,4,1597472
11954,5,1,0
11954,6,1,8702
11954,10,1,29586
11954,13,1,0
11955,10,1,218369
11955,13,1,0
11956,5,1,70639
11956,10,1,44791
11957,10,1,77317
11958,1,1,512530
11958,6,1,0
11958,10,1,7633
11959,5,1,51459
11959,10,1,90892
11960,1,1,201843
11960,6,1,1301
11960,53,1,66239
11961,1,1,214425
11961,2,4,0
11961,10,1,54152
11962,5,1,84699
11962,6,1,23210
11962,10,1,131833
11962,13,1,0
11962,13,3,40917
11962,13,4,37359
11963,10,1,41349
11964,1,1,262866
11964,6,1,5896
11964,10,1,26573
11965,5,1,401143
11965,10,1,37752
11966,5,1,0
11966,10,1,23953
11967,5,1,0
11967,6,1,0
11967,10,1,70642
11967,13,1,0
11968,1,1,284126
11968,6,1,0
11968,10,1,3707
11969,10,1,9647
11970,5,1,164782
11970,6,1,28500
11970,10,1,2156
11971,5,1,0
11971,6,1,0
11971,10,1,8174
11971,13,1,0
11971,13,4,0
11971,51,3,686402
11971,52,3,849937
11972,1,1,304713
11972,10,1,23181
11973,1,1,0
11973,10,1,205791
11974,2,1,0
11974,2,4,810118
11974,5,1,160279
11974,6,1,14328
11974,10,1,9700
11974,31,1,0
11975,6,1,4450
11975,10,1,20919
11975,13,1,0
11976,3,1,0
11976,5,1,0
11976,10,1,38088
11977,0,1,99002
11977,1,1,203301
11977,5,1,0
11977,10,1,41687
11978,2,4,716412
11978,3,1,0
11978,5,1,321206
11978,6,1,0
11978,10,1,0
11979,1,1,434004
11979,10,1,51343
11980,10,1,2606
11981,6,1,7830
11981,10,1,135566
11982,5,1,100000
11982,6,1,0
11982,10,1,66184
11983,10,1,4166
11984,1,1,261876
11984,5,1,142387
11984,6,1,57677
11984,10,1,157116
11984,13,1,2160
11985,6,1,29320
11985,10,1,34236
11986,5,1,236047
11986,6,1,23340
11986,10,1,149904
11987,10,1,-175
11988,1,1,0
11988,1,4,776299
11988,2,1,2439908
11988,5,1,0
11988,6,1,120000
11988,10,1,457800
11988,13,1,0
11989,5,1,41309
11989,6,1,18130
11989,10,1,33615
11990,5,1,0
11990,6,1,2450
11990,7,1,0
11990,10,1,78105
11990,13,1,0
11991,0,1,95983
11991,6,1,4950
11991,10,1,113491
11992,1,4,633940
11992,6,1,41084
11993,5,1,0
11993,6,1,0
11993,10,1,23781
11993,13,1,0
11993,51,1,0
11994,10,1,3322
11995,1,1,824950
11995,10,1,131802
11996,10,1,25107
11997,6,1,9244
11997,10,1,112025
11998,10,1,92484
11999,1,1,91231
11999,2,4,7184783
11999,10,1,591991
11999,10,2,39622
12000,6,1,8625
12000,10,1,154065
12001,0,1,0
12001,1,1,0
12001,2,4,2287887
12001,5,1,0
12001,6,1,15480
12001,10,1,0
12002,10,1,104386
12003,1,1,0
12003,6,1,0
12003,10,1,203510
12004,5,1,132670
12004,10,1,49338
12005,10,1,84532
12005,13,1,0
12006,5,1,403159
12006,10,1,19645
12007,0,1,2
12007,1,1,637262
12007,5,1,308205
12007,10,1,700416
12008,5,1,109956
12008,10,1,82289
12009,5,1,16982
12009,6,1,56245
12009,7,1,140300
12009,10,1,50065
12009,13,1,0
12010,0,1,0
12010,1,1,0
12010,6,1,0
12010,10,1,32
12011,10,1,8645
12012,5,1,73462
12012,10,1,12031
12013,10,1,10596
12014,5,1,185724
12014,10,1,103665
12014,13,1,23922
12015,5,1,0
12015,10,1,19730
12016,6,1,7162
12016,10,1,17011
12016,13,1,0
12017,1,1,419478
12017,6,1,0
12017,10,1,71032
12018,1,1,175243
12018,5,1,369169
12018,6,1,0
12018,10,1,63576
12018,13,1,0
12019,10,1,16455
12019,13,1,0
12019,13,4,0
12020,10,1,68302
12021,2,1,1840559
12021,10,1,100572
12021,10,2,0
12022,10,1,51076
12023,1,1,496397
12023,5,1,0
12023,7,1,0
12023,10,1,51911
12024,1,1,256740
12024,10,1,799
12024,13,1,0
12025,5,1,0
12025,10,1,45305
12026,7,1,32161
12026,10,1,35465
12027,5,1,0
12027,6,1,0
12027,8,1,0
12027,10,1,46556
12028,5,1,0
12028,10,1,76274
12028,13,1,0
12029,10,1,-180
12029,15,1,0
12030,10,1,2180739
12031,1,1,0
12031,2,4,4675426
12031,10,1,-1
12032,10,1,103764
12033,6,1,20650
12033,10,1,18725
12033,13,3,0
12033,13,4,0
12034,10,1,25400
12035,0,1,0
12035,1,1,426435
12035,10,1,0
12035,10,2,41074
12036,10,1,43640
12037,10,1,43469
12037,13,1,0
12038,1,1,246869
12038,10,1,1169
12038,13,1,1503
12039,0,1,98839
12039,5,1,0
12039,10,1,93987
12040,0,1,180742
12040,10,1,134935
12041,1,1,229439
12041,7,1,442500
12041,10,1,71930
12042,5,1,0
12042,10,1,63619
12043,0,1,11057
12043,6,1,12364
12043,10,1,78455
12043,13,1,0
12044,1,4,767463
12044,10,1,27980
12045,10,1,93656
12046,1,1,0
12046,1,4,708397
12046,5,1,568599
12046,6,1,6920
12046,10,1,23998
12047,2,4,656536
12047,6,1,0
12047,10,1,4261
12048,5,1,640649
12048,6,1,24000
12048,10,1,39192
12048,13,1,46607
12049,1,1,194879
12049,5,1,0
12049,10,1,124839
12050,0,1,811
12050,6,1,56022
12050,8,4,0
12050,10,1,96715
12051,10,1,16127
12052,1,1,317274
12052,10,1,25185
12052,13,1,0
12053,5,1,55847
12053,6,1,0
12053,10,1,20070
12053,13,1,0
12054,1,1,531606
12054,6,1,0
12054,10,1,36573
12055,1,1,167619
12055,10,1,28888
12055,32,1,128043
12055,54,1,0
12056,10,1,79163
12056,13,1,22629
12057,10,1,5431
12058,0,1,98340
12058,5,1,0
12058,10,1,30396
12059,5,1,319093
12059,6,1,0
12059,10,1,114425
12060,2,4,1166599
12060,5,1,206281
12060,10,1,14839
12061,1,1,138393
12061,5,1,59433
12061,6,1,0
12061,10,1,118547
12061,13,1,0
12062,1,1,1136978
12062,10,1,14964
12062,13,1,0
12062,53,1,139150
12063,10,1,18281
12064,0,1,15552
12064,10,1,21089
12065,1,1,541897
12065,1,3,0
12065,1,4,0
12065,10,1,3035
12065,12,3,2411710
12066,0,1,0
12066,5,1,64068
12066,6,1,0
12066,10,1,10551
12067,10,1,2991
12067,17,1,391887
12068,6,1,8948
12068,10,1,0
12068,13,1,40445
12069,1,1,235038
12069,10,1,55162
12070,0,1,24407
12070,2,1,709086
12070,13,1,37157
12071,0,1,183
12071,2,1,2366714
12071,5,1,78140
12071,5,3,0
12071,10,1,88798
12072,0,1,98012
12072,5,1,0
12072,10,1,64541
12073,10,1,22484
12074,10,1,27663
12075,10,1,10621
12076,1,1,219702
12076,6,1,17664
12076,7,1,0
12076,10,1,81054
12076,13,1,0
12077,10,1,89103
12078,5,1,0
12078,5,4,92715
12078,6,1,71500
12079,1,1,266929
12079,5,1,250000
12079,6,1,68936
12079,10,1,117016
12079,13,1,171720
12080,6,1,9828
12080,10,1,6467
12081,10,1,379552
12082,2,1,0
12082,2,4,3744041
12082,5,1,0
12082,5,4,-1
12082,6,1,74400
12082,10,1,75042
12082,12,1,0
12082,51,3,0
12083,5,1,0
12083,10,1,50001
12083,13,1,0
12084,0,1,0
12084,10,1,2004
12084,13,1,85768
12085,2,1,2220339
12085,5,1,0
12085,10,1,211095
12086,8,1,0
12086,10,1,24221
12086,13,1,0
12087,5,1,180463
12087,6,1,44205
12087,10,1,86604
12088,5,1,0
12088,7,1,80597
12088,10,1,60292
12088,13,1,0
12089,0,1,256591
12089,1,1,177789
12089,2,1,0
12089,2,4,1409848
12089,3,4,448632
12089,5,1,16385
12089,6,1,0
12089,10,1,65840
12090,1,4,0
12090,6,1,0
12090,7,1,0
12090,10,1,26128
12090,13,1,0
12091,0,1,0
12091,1,1,0
12091,2,1,10198901
12091,2,4,6701560
12091,5,1,0
12091,10,1,37519
12091,12,1,1009852
12092,1,1,205835
12092,2,4,1241209
12092,5,4,0
12092,6,1,20370
12092,10,1,-20
12093,1,1,340009
12093,2,1,762155
12093,6,1,0
12093,10,1,0
12094,1,1,0
12094,1,4,0
12094,2,1,2478509
12094,2,4,0
12094,3,1,1527664
12094,5,1,0
12094,6,1,0
12094,7,4,87506
12094,10,1,769538
12094,13,1,0
12094,51,1,0
12095,5,1,0
12095,6,1,0
12095,7,1,-57868
12095,10,1,97831
12096,2,1,671469
12096,10,1,65827
12097,5,1,0
12097,10,1,60467
12098,1,1,638462
12098,6,1,0
12098,10,1,30155
12099,10,1,4561
12099,13,1,0
12100,10,1,29639
12101,1,1,77688
12101,1,3,211619
12101,2,4,1853582
12101,8,1,0
12101,10,1,7448
12101,13,1,0
12102,0,1,1145
12102,5,1,74135
12102,6,1,48276
12102,7,1,83400
12102,10,1,312404
12102,13,1,0
12103,0,1,1202986
12103,1,1,140000
12103,2,1,0
12103,3,1,0
12103,5,1,0
12103,6,1,1875
12103,7,1,273000
12103,10,1,107243
12103,10,2,0
12104,5,1,120125
12104,10,1,62803
12104,13,3,0
12105,10,1,3925
12105,13,1,41239
12106,6,1,13162
12106,10,1,25615
12107,2,4,0
12107,5,1,0
12107,6,1,11820
12107,10,1,46792
12107,10,2,0
12107,13,1,0
12107,15,1,49804
12108,6,1,10563
12108,10,1,14153
12109,1,1,159534
12109,10,1,52845
12110,5,1,94823
12110,6,1,11456
12110,10,1,6022
12110,13,1,0
12111,6,1,0
12111,10,1,112595
12112,5,1,14613
12112,6,1,91999
12112,10,1,63488
12112,13,1,31698
12113,1,1,228013
12113,5,1,245953
12113,7,1,0
12113,10,1,212099
12114,10,1,228143
12115,5,1,24565
12115,10,1,48524
12115,13,1,17600
12116,1,1,0
12116,2,1,0
12116,5,1,50000
12116,7,1,132575
12116,10,1,149381
12117,10,1,14876
12117,12,1,18540
12118,6,1,0
12118,10,1,63627
12118,13,1,0
12119,1,1,869973
12119,10,1,33911
12119,13,1,51539
12119,17,4,210856
12120,0,1,90000
12120,5,1,148986
12120,6,1,0
12120,10,1,22846
12120,13,1,42256
12121,2,1,0
12121,2,4,1236006
12121,6,1,6990
12121,10,1,32671
12121,13,1,0
12122,5,1,0
12122,6,1,5676
12122,7,1,0
12122,10,1,24287
12122,13,1,0
12123,1,1,426170
12123,2,1,1368852
12123,2,4,1326567
12123,5,1,0
12123,6,1,5970
12123,10,1,10672
12123,13,1,39896
12123,51,1,175457
12124,0,1,0
12124,4,1,0
12124,5,1,611696
12124,6,1,0
12124,10,1,801810
12124,12,1,296647
12124,15,1,0
12125,1,1,254101
12125,6,1,33771
12125,10,1,107151
12125,13,1,29909
12125,17,4,0
12126,10,1,77142
12126,13,1,34493
12127,0,1,16658
12127,1,1,0
12127,1,3,594000
12127,5,1,28839
12127,6,1,3100
12127,10,1,16570
12127,13,1,8169
12127,51,1,218107
12127,52,1,0
12128,0,1,0
12128,2,4,60064
12128,5,1,180982
12128,6,1,0
12128,10,1,92279
12129,10,1,19587
12130,7,1,417000
12130,10,1,85249
12130,13,1,0
12131,6,1,80213
12131,10,1,7557
12131,13,1,21852
12132,10,1,76133
12133,0,1,453
12133,10,1,76620
12134,5,1,161947
12134,10,1,50564
12135,10,1,-2
12136,2,1,1428039
12136,6,1,2000
12136,10,1,33754
12137,1,1,0
12137,5,1,0
12137,6,1,0
12137,7,1,0
12137,10,1,29660
12138,2,1,1691153
12138,5,1,194293
12138,6,1,0
12138,10,1,55543
12138,13,1,0
12139,10,1,97294
12139,13,1,0
12140,7,1,0
12140,10,1,128238
12140,13,1,0
12141,10,1,997
12142,10,1,13970
12142,32,4,238236
12143,1,1,369028
12143,10,1,38291
12144,10,1,13862
12145,1,1,99004
12145,2,4,1799050
12145,3,1,0
12145,10,1,16764
12146,2,4,1670259
12146,5,1,66608
12146,6,1,0
12146,7,1,42200
12146,10,1,113068
12146,13,1,0
12147,5,1,0
12147,6,1,0
12147,10,1,9205
12147,51,3,230510
12148,1,3,345240
12148,10,1,80422
12148,13,1,0
12149,10,1,70993
12150,6,1,20278
12150,10,1,52041
12150,13,1,40470
12151,5,1,92751
12151,10,1,122322
12152,1,1,0
12152,6,1,0
12152,10,1,16191
12152,13,1,0
12153,5,1,355196
12153,6,1,0
12153,10,1,18645
12153,13,1,29158
12154,10,1,33125
12155,1,1,430830
12155,6,1,16500
12155,10,1,188964
12156,0,1,1416754
12156,1,1,0
12156,5,1,0
12156,6,1,0
12156,10,1,69053
12157,10,1,106183
12157,13,1,0
12157,13,4,0
12158,10,1,18142
12159,5,4,282072
12159,6,1,74998
12159,10,1,33153
12160,1,4,322920
12160,10,1,73001
12160,13,1,76500
12160,51,1,225148
12161,0,1,0
12161,3,1,0
12161,5,1,0
12161,10,1,0
12161,13,1,0
12161,32,1,141200
12162,1,1,202602
12162,5,1,0
12162,6,1,0
12162,10,1,95846
12162,13,1,0
12163,2,4,770613
12163,5,1,9820
12163,6,1,65303
12163,10,1,122935
12163,13,1,0
12164,1,1,237691
12164,10,1,12623
12165,6,1,7094
12165,10,1,78840
12166,0,1,20803
12166,10,1,41360
12166,13,4,0
12167,6,1,0
12167,10,1,24407
12168,1,1,248719
12168,5,1,0
12168,6,1,11296
12168,8,4,155638
12168,10,1,11413
12168,13,1,0
12169,10,1,27220
12170,10,1,13197
12171,10,1,16173
12172,10,1,43589
12172,13,1,0
12173,5,1,0
12173,6,1,32900
12173,10,1,119304
12174,5,1,0
12174,6,1,0
12174,10,1,2562
12174,12,1,0
12175,6,1,0
12175,10,1,934
12175,13,1,0
12175,53,1,848280
12176,0,1,0
12176,5,1,215663
12176,6,1,63332
12176,10,1,19188
12176,13,4,0
12177,2,4,8703871
12177,10,1,9330
12177,10,2,0
12178,1,1,510339
12178,5,1,278096
12178,6,1,8000
12178,10,1,52813
12178,13,1,60931
12179,10,1,26623
12180,1,1,0
12180,5,1,1632654
12180,10,1,188593
12180,13,1,0
12181,5,1,43728
12181,6,1,0
12181,10,1,11141
12181,13,1,18161
12182,1,4,254067
12182,5,1,0
12182,6,1,0
12182,10,1,22685
12183,2,1,199513
12183,2,4,0
12183,3,1,688477
12183,5,1,0
12183,10,1,41074
12184,1,1,0
12184,2,1,1801702
12184,10,1,78659
12184,13,1,47920
12185,1,1,278293
12185,6,1,19398
12185,10,1,33557
12185,13,1,69423
12185,13,4,0
12186,2,4,475913
12186,5,1,192434
12186,6,1,0
12186,10,1,29681
12186,13,1,22570
12187,5,1,155511
12187,10,1,38303
12188,10,1,87358
12189,5,1,278906
12189,10,1,228926
12190,10,1,-34204
12191,5,1,0
12191,5,4,250478
12191,10,1,163201
12191,13,1,0
12192,4,1,0
12192,5,1,0
12192,6,1,0
12192,10,1,72950
12192,13,4,0
12193,0,1,0
12193,1,1,0
12193,1,4,0
12193,5,1,0
12193,10,1,28483
12194,5,1,88229
12194,10,1,72736
12195,0,1,0
12195,5,1,216498
12195,6,1,20532
12195,10,1,26260
12196,0,1,0
12196,10,1,81260
12197,5,1,0
12197,10,1,28836
12198,1,1,0
12198,2,4,3178277
12198,10,1,4040
12198,13,1,0
12199,0,1,207
12199,2,4,1861191
12199,6,1,0
12199,10,1,245504
12199,13,1,0
12200,1,1,339025
12200,5,1,206270
12200,10,1,168135
12201,10,1,62752
12202,10,1,0
12203,5,1,75175
12203,10,1,146508
12204,1,1,51675
12204,2,4,1002997
12204,10,1,23709
12205,2,4,2656477
12205,6,1,0
12205,10,1,37212
12205,10,2,-101
12206,5,1,108872
12206,6,1,25300
12206,10,1,66283
12207,2,1,3907775
12207,5,1,746060
12207,6,1,25431
12207,10,1,83452
12208,5,1,102733
12209,2,3,829040
12209,8,1,59600
12210,1,1,0
12210,1,4,283189
12210,5,1,0
12210,7,1,477247
12210,10,1,75092
12210,51,3,74432
12210,51,4,2201581
12210,52,3,-4410220
12211,2,4,4660699
12211,6,1,10700
12211,10,1,103687
12211,10,2,-1
12212,1,1,0
12212,2,1,837500
12212,10,1,17460
12212,15,1,0
12212,31,1,247
12213,6,1,1250
12213,10,1,181187
12213,13,1,0
12214,0,4,0
12214,1,1,0
12214,5,1,0
12214,6,1,0
12214,10,1,96022
12215,6,1,13330
12215,8,1,3603
12215,10,1,12117
12215,10,2,0
12216,0,1,133674
12216,1,1,495891
12216,10,1,37861
12217,0,1,149709
12217,1,1,94336
12217,2,1,633055
12217,6,1,0
12217,10,1,-1
12218,1,1,413491
12218,2,4,0
12218,5,1,0
12218,6,1,6162
12218,10,1,489309
12219,2,4,1238181
12219,3,4,387237
12219,5,1,57108
12219,6,1,0
12219,7,1,0
12219,10,1,47710
12219,51,4,4664
12220,10,1,32414
12221,5,1,548450
12221,6,1,0
12221,10,1,90538
12222,0,1,915917
12222,1,1,360601
12222,1,3,214708
12222,2,4,0
12222,6,1,0
12222,10,1,26956
12222,12,1,0
12222,15,1,0
12223,2,4,2517942
12223,5,1,293830
12223,6,1,0
12223,10,1,52528
12224,2,4,2925711
12224,6,1,0
12224,10,1,66975
12224,13,1,24028
12225,5,1,2552575
12225,6,1,0
12225,10,1,119995
12225,12,1,0
12226,10,1,116132
12227,5,1,456164
12227,6,1,23660
12227,10,1,164122
12227,13,1,14608
12228,10,1,17422
12229,1,3,-40102
12229,10,1,112141
12229,13,1,7563
12230,6,1,19884
12230,10,1,0
12231,5,1,325680
12231,10,1,112507
12232,7,1,0
12232,10,1,19558
12232,13,1,0
12233,5,1,574508
12233,10,1,72355
12234,6,1,46420
12234,10,1,112940
12234,13,1,0
12235,10,1,20653
12235,13,1,0
12236,5,1,443495
12236,10,1,29239
12237,10,1,59950
12238,5,1,138068
12238,6,1,25922
12238,10,1,3506
12238,13,1,25757
12239,1,1,158073
12239,6,1,0
12239,7,1,0
12239,10,1,54855
12239,13,1,0
12239,53,1,82500
12240,0,1,391747
12240,1,1,369053
12240,2,4,0
12240,4,1,0
12240,5,1,0
12240,6,1,22313
12240,7,1,263547
12240,10,1,315350
12241,10,1,96066
12242,10,1,144698
12243,10,1,39116
12244,6,1,10400
12244,7,1,205000
12244,10,1,66806
12244,53,1,0
12245,1,1,0
12245,1,4,0
12245,5,1,0
12245,6,1,80213
12245,10,1,0
12245,13,1,0
12245,51,3,-5
12246,10,1,25835
12247,10,1,51577
12247,54,1,63903
12248,10,1,28423
12249,5,1,0
12249,6,1,0
12249,10,1,96230
12249,10,2,19305
12250,2,1,1415823
12250,3,1,0
12250,10,1,32825
12250,13,1,0
12251,10,1,36792
12252,1,1,827872
12252,1,4,0
12252,2,1,3966590
12252,5,1,141167
12252,10,1,24799
12253,0,1,17010
12253,6,1,7997
12253,10,1,39124
12253,13,1,0
12253,17,4,0
12253,32,1,46367
12254,1,1,392700
12254,6,1,0
12254,10,1,92403
12255,32,1,160647
12256,6,1,26665
12257,10,1,74231
12258,1,1,273255
12258,10,1,2699
12259,2,1,1375389
12259,10,1,18548
12260,5,1,291028
12260,6,1,0
12260,10,1,22584
12260,12,1,25837
12261,0,1,139894
12261,5,1,211473
12261,6,1,0
12261,10,1,50925
12261,32,1,82553
12262,0,1,40374
12262,2,1,2002341
12262,2,4,2051720
12262,6,1,1151
12262,10,1,8427
12263,1,1,73244
12263,5,1,37146
12263,10,1,55507
12264,6,1,25600
12264,10,1,12415
12265,6,1,0
12265,10,1,44810
12266,1,1,181964
12266,2,1,0
12266,8,1,0
12266,10,1,0
12267,10,1,8617
12268,5,1,163272
12268,6,1,31429
12268,10,1,62410
