,customer_no,owner_indic,count,acct_type,utilization,utilization_count,cur_balance_amt,enquiry_count
44486,13905,1,13,6,Low,7,0,1
44487,13905,1,13,10,High,1,140429,10
44488,13905,1,13,10,Low,4,140429,10
44489,13906,1,8,5,High,2,0,7
44490,13906,1,8,5,Low,2,0,7
44491,13906,1,8,6,Low,2,11600,1
44492,13906,1,8,10,Low,2,0,3
44493,13907,1,9,1,High,1,89155,1
44494,13907,1,9,6,Low,5,0,1
44495,13907,1,9,10,Low,2,2410,3
44496,13907,1,9,13,Low,1,0,1
44497,13908,1,12,1,High,2,734797,14
44498,13908,1,12,5,High,1,0,4
44499,13908,1,12,5,Low,1,0,4
44500,13908,1,12,6,Low,5,6742,5
44501,13908,1,12,10,Low,2,6392,45
44502,13909,1,9,5,High,1,122133,1
44503,13909,1,9,10,Low,6,13580,12
44504,13909,1,9,13,Low,2,-4166,2
44505,13910,1,18,0,High,1,0,4
44506,13910,1,18,5,High,1,200686,5
44507,13910,1,18,5,Low,1,200686,5
44508,13910,1,18,10,Balanced,1,12274,15
44509,13910,1,18,10,High,2,12274,15
44510,13910,1,18,10,Low,9,12274,15
44511,13910,1,18,12,High,1,0,1
44512,13911,1,4,5,High,1,156436,3
44513,13911,1,4,10,Low,3,99448,6
44514,13912,1,5,5,High,1,0,5
44515,13912,1,5,5,Low,1,0,5
44516,13912,1,5,10,High,1,82893,4
44517,13912,1,5,10,Low,2,82893,4
44518,13913,1,18,5,High,1,0,2
44519,13913,1,18,10,High,6,21233,21
44520,13913,1,18,10,Low,10,21233,21
44521,13914,1,10,10,High,4,224908,7
44522,13914,1,10,10,Low,2,224908,7
44523,13914,1,10,13,Low,2,0,1
44524,13915,1,6,0,High,1,121312,3
44525,13915,1,6,0,Low,1,121312,3
44526,13915,1,6,5,High,1,0,2
44527,13915,1,6,10,High,1,310983,22
44528,13915,1,6,10,Low,2,310983,22
44529,13915,2,2,10,High,1,40,22
44530,13915,2,2,10,Low,1,40,22
44531,13916,1,1,6,Low,1,0,1
44532,13916,4,1,1,High,1,107960,3
44533,13917,1,4,1,High,1,162045,2
44534,13917,1,4,10,Low,1,50946,3
44535,13917,4,1,2,High,1,2592100,3
44536,13918,1,5,1,High,1,166921,2
44537,13918,1,5,5,High,1,49388,1
44538,13918,1,5,10,High,1,71072,8
44539,13918,1,5,10,Low,2,71072,8
44540,13919,1,5,5,High,1,397191,7
44541,13919,1,5,10,Low,4,105399,10
44542,13920,1,10,6,Low,1,0,1
44543,13920,1,10,10,Low,7,38239,8
44544,13921,1,16,5,High,1,126754,4
44545,13921,1,16,5,Low,1,126754,4
44546,13921,1,16,6,Low,9,1663,4
44547,13921,1,16,10,Low,1,13343,5
44548,13921,1,16,13,Low,3,18603,4
44549,13921,4,1,1,High,1,0,6
44550,13922,1,2,1,High,1,0,2
44551,13922,1,2,10,High,1,570,5
44552,13923,1,4,6,Low,2,38317,1
44553,13923,1,4,10,High,1,29356,2
44554,13923,1,4,10,Low,1,29356,2
44555,13924,1,3,5,High,1,170912,2
44556,13924,1,3,10,Low,2,36997,2
44557,13925,1,8,10,High,4,44229,1
44558,13925,1,8,10,Low,3,44229,1
44559,13925,1,8,12,High,1,0,1
44560,13925,4,2,2,High,2,1061219,3
44561,13926,1,6,5,High,2,260571,9
44562,13926,1,6,10,High,1,45562,9
44563,13926,1,6,10,Low,2,45562,9
44564,13926,1,6,13,High,1,-14398,2
44565,13927,1,7,1,High,1,660203,1
44566,13927,1,7,10,High,1,91486,19
44567,13927,1,7,10,Low,2,91486,19
44568,13927,1,7,13,Low,1,47406,2
44569,13928,1,1,10,Low,1,3076,8
44570,13929,1,11,2,High,1,0,5
44571,13929,4,2,2,High,2,2122299,5
44572,13929,1,11,5,High,1,0,2
44573,13929,1,11,10,High,1,14512,8
44574,13929,1,11,10,Low,3,14512,8
44575,13930,1,9,5,High,2,133901,8
44576,13930,1,9,5,Low,1,133901,8
44577,13930,1,9,6,Low,2,0,1
44578,13930,1,9,10,High,1,67147,12
44579,13930,1,9,10,Low,2,67147,12
44580,13930,1,9,13,Low,1,44472,1
44581,13931,1,2,5,High,2,195455,3
44582,13932,1,5,10,Low,4,15255,13
44583,13933,1,9,1,High,1,168786,1
44584,13933,1,9,7,High,6,146000,5
44585,13933,1,9,10,High,1,29469,4
44586,13933,1,9,10,Low,1,29469,4
44587,13934,1,3,10,High,1,28285,8
44588,13934,1,3,10,Low,2,28285,8
44589,13935,1,7,1,High,1,245767,10
44590,13935,1,7,10,Low,1,13458,3
44591,13935,1,7,13,Low,3,25142,10
44592,13936,1,42,1,High,6,3340128,10
44593,13936,1,42,1,Low,2,3340128,10
44594,13936,3,2,1,High,2,678046,10
44595,13936,1,42,6,High,2,66906,16
44596,13936,1,42,6,Low,24,66906,16
44597,13936,1,42,10,Low,6,154504,14
44598,13936,4,2,0,High,2,0,4
44599,13937,1,17,5,Low,1,42517,4
44600,13937,1,17,6,Low,7,0,1
44601,13937,1,17,10,High,3,155259,22
44602,13937,1,17,10,Low,5,155259,22
44603,13937,1,17,13,Low,1,0,2
44604,13938,1,2,10,Low,2,2888,7
44605,13939,1,5,1,High,1,663296,2
44606,13939,1,5,6,Low,1,19581,2
44607,13939,1,5,10,High,2,19903,11
44608,13939,1,5,10,Low,1,19903,11
44609,13940,1,4,10,Low,4,13088,8
44610,13941,1,1,10,Low,1,-3600,2
44611,13942,1,2,5,High,1,350000,7
44612,13942,1,2,10,High,1,0,8
44613,13943,1,2,6,Low,1,0,1
44614,13943,1,2,10,Low,1,1499,7
44615,13944,1,9,10,High,3,197085,7
44616,13944,1,9,10,Low,2,197085,7
44617,13945,1,3,5,High,2,284283,1
44618,13945,1,3,10,Low,1,5966,3
44619,13946,1,24,0,High,8,0,4
44620,13946,1,24,10,High,6,537410,20
44621,13946,1,24,10,Low,2,537410,20
44622,13946,1,24,13,Low,4,52182,2
44623,13946,4,2,2,High,2,3837096,2
44624,13947,1,6,10,High,4,365972,19
44625,13947,1,6,10,Low,2,365972,19
44626,13948,1,8,5,High,1,0,10
44627,13948,1,8,6,Low,4,17156,2
44628,13948,1,8,10,High,1,29515,13
44629,13948,1,8,10,Low,1,29515,13
44630,13948,1,8,13,Low,1,0,1
44631,13949,1,2,10,Low,2,17574,2
44632,13949,3,1,1,High,1,577442,1
44633,13949,4,1,1,High,1,544442,1
44634,13950,1,12,10,High,2,66680,18
44635,13950,1,12,10,Low,10,66680,18
44636,13951,1,13,5,High,1,71917,10
44637,13951,1,13,5,Low,4,71917,10
44638,13951,1,13,10,High,5,125577,18
44639,13951,1,13,10,Low,1,125577,18
44640,13952,1,11,0,Low,1,46500,1
44641,13952,1,11,5,Low,1,58728,6
44642,13952,1,11,6,Low,1,0,2
44643,13952,1,11,10,High,2,111851,14
44644,13952,1,11,10,Low,5,111851,14
44645,13952,1,11,13,Low,1,30482,2
44646,13953,1,8,10,High,4,587426,10
44647,13953,1,8,10,Low,4,587426,10
44648,13954,1,3,1,High,1,145079,3
44649,13954,1,3,6,Low,1,0,1
44650,13954,1,3,10,High,1,20245,10
44651,13955,1,2,10,Low,1,34625,2
44652,13955,1,2,13,Low,1,0,4
44653,13956,1,5,6,Low,4,0,1
44654,13956,1,5,10,Low,1,284,3
44655,13957,1,38,0,High,4,0,4
44656,13957,1,38,5,High,6,0,10
44657,13957,1,38,10,High,8,190906,10
44658,13957,1,38,10,Low,14,190906,10
44659,13958,1,3,1,High,1,559283,1
44660,13958,1,3,10,Low,2,2355,10
44661,13959,1,4,10,High,3,81028,15
44662,13959,1,4,10,Low,1,81028,15
44663,13960,1,18,5,High,1,0,12
44664,13960,1,18,5,Low,1,0,12
44665,13960,1,18,6,Low,4,17434,3
44666,13960,1,18,10,High,5,388061,25
44667,13960,1,18,10,Low,3,388061,25
44668,13960,1,18,13,Low,1,0,1
44669,13960,3,1,1,High,1,0,3
44670,13961,1,8,10,High,1,68310,19
44671,13961,1,8,10,Low,6,68310,19
44672,13961,1,8,13,Low,1,0,1
44673,13962,1,4,1,High,1,101673,3
44674,13962,1,4,5,High,1,0,1
44675,13962,1,4,10,High,1,1571,3
44676,13962,1,4,10,Low,1,1571,3
44677,13963,1,3,10,Low,2,21506,9
44678,13963,1,3,13,Low,1,17211,1
44679,13964,1,2,10,Low,2,74986,6
44680,13965,1,4,10,High,2,32860,17
44681,13965,1,4,10,Low,2,32860,17
44682,13966,1,5,5,High,1,195923,4
44683,13966,1,5,10,Low,4,89971,14
44684,13967,1,4,10,Low,1,21548,6
44685,13968,1,11,1,High,1,128497,2
44686,13968,1,11,10,Low,5,-395,10
44687,13968,1,11,13,Low,1,0,2
44688,13969,1,18,5,Low,1,0,9
44689,13969,1,18,6,High,1,0,5
44690,13969,1,18,6,Low,13,0,5
44691,13969,1,18,10,High,2,50095,9
44692,13969,1,18,10,Low,1,50095,9
44693,13969,4,1,1,High,1,0,10
44694,13970,1,12,0,High,2,0,2
44695,13970,1,12,10,High,3,33797,22
44696,13970,1,12,10,Low,7,33797,22
44697,13971,1,5,10,Low,1,-48,4
44698,13971,1,5,13,Low,2,25893,2
44699,13972,1,14,5,High,2,301568,11
44700,13972,1,14,6,High,1,0,1
44701,13972,1,14,6,Low,1,0,1
44702,13972,1,14,10,High,3,137753,46
44703,13972,1,14,10,Low,7,137753,46
44704,13972,2,1,10,Low,1,0,46
44705,13973,1,10,10,High,1,70065,5
44706,13973,1,10,10,Low,1,70065,5
44707,13973,1,10,13,Low,1,0,1
44708,13973,4,1,2,High,1,1401043,2
44709,13974,1,40,0,High,2,600000,2
44710,13974,1,40,6,High,2,220330,2
44711,13974,1,40,6,Low,2,220330,2
44712,13974,1,40,10,High,16,321028,50
44713,13974,1,40,10,Low,16,321028,50
44714,13974,4,6,1,High,6,1878190,10
44715,13975,1,4,10,High,2,0,3
44716,13975,1,4,10,Low,2,0,3
44717,13976,1,13,1,High,2,0,1
44718,13976,1,13,10,High,5,375724,3
44719,13976,1,13,10,Low,5,375724,3
44720,13976,2,1,10,High,1,0,3
44721,13977,1,3,10,Low,3,83097,10
44722,13978,1,4,5,High,1,205291,2
44723,13978,1,4,10,Low,3,83731,11
44724,13979,1,5,1,High,1,215124,2
44725,13979,1,5,10,Low,1,14296,4
44726,13980,1,16,6,Low,6,36037,3
44727,13980,1,16,10,High,1,5599,7
44728,13980,1,16,10,Low,5,5599,7
44729,13980,1,16,51,High,1,0,1
44730,13981,1,4,1,High,1,245661,4
44731,13981,1,4,10,Low,2,35281,7
44732,13981,1,4,13,Low,1,0,1
44733,13982,1,7,1,High,2,525195,1
44734,13982,1,7,6,Low,1,0,1
44735,13982,1,7,10,High,1,0,2
44736,13982,1,7,10,Low,3,0,2
44737,13982,4,1,8,High,1,612841,1
44738,13983,1,13,1,High,1,0,3
44739,13983,1,13,6,High,2,0,7
44740,13983,1,13,6,Low,3,0,7
44741,13983,1,13,10,High,3,224909,27
44742,13983,1,13,10,Low,2,224909,27
44743,13983,1,13,13,Low,2,24349,4
44744,13984,1,2,10,Low,2,15974,4
44745,13985,1,10,5,High,3,268573,6
44746,13985,1,10,10,High,1,119908,5
44747,13985,1,10,10,Low,2,119908,5
44748,13985,1,10,13,Low,2,3248,3
44749,13985,3,1,13,Low,1,18810,3
44750,13986,1,15,5,High,3,268281,9
44751,13986,1,15,6,Low,4,40269,2
44752,13986,1,15,10,High,3,63438,12
44753,13986,1,15,10,Low,4,63438,12
44754,13986,1,15,13,Low,1,0,1
44755,13987,1,2,10,High,1,70250,4
44756,13987,1,2,10,Low,1,70250,4
44757,13988,1,10,5,High,1,200000,2
44758,13988,1,10,10,High,1,67729,5
44759,13988,1,10,10,Low,4,67729,5
44760,13988,1,10,13,Low,1,65451,1
44761,13989,1,7,5,High,4,591818,5
44762,13989,1,7,10,High,2,82078,10
44763,13989,1,7,10,Low,1,82078,10
44764,13990,1,5,5,High,1,88774,2
44765,13990,1,5,10,High,1,191443,8
44766,13990,1,5,10,Low,3,191443,8
44767,13990,4,1,13,Low,1,12295,1
44768,13991,1,6,10,Low,6,93612,6
44769,13992,1,2,6,Low,1,8160,2
44770,13992,1,2,10,Low,1,21709,5
44771,13993,1,16,1,High,2,1060492,5
44772,13993,3,2,1,High,2,850471,5
44773,13993,1,16,6,High,1,774763,1
44774,13993,1,16,6,Low,3,774763,1
44775,13993,1,16,7,High,4,1002000,1
44776,13993,1,16,10,High,6,286596,12
44777,13994,1,5,5,High,1,0,4
44778,13994,1,5,10,High,1,87009,4
44779,13994,1,5,10,Low,2,87009,4
44780,13995,1,10,1,High,1,640098,5
44781,13995,1,10,6,Low,6,28616,5
44782,13995,1,10,10,High,1,22712,12
44783,13995,1,10,10,Low,1,22712,12
44784,13995,1,10,13,Low,1,0,2
44785,13996,1,9,5,High,1,0,6
44786,13996,1,9,10,High,2,144304,2
44787,13996,1,9,10,Low,3,144304,2
44788,13996,2,2,10,Low,2,0,2
44789,13997,1,4,10,High,1,13901,18
44790,13997,1,4,10,Low,1,13901,18
44791,13998,1,5,5,High,1,178931,2
44792,13998,1,5,10,High,1,21826,9
44793,13998,1,5,10,Low,1,21826,9
44794,13998,1,5,13,Low,1,0,1
44795,13999,1,10,5,High,1,82928,7
44796,13999,1,10,5,Low,3,82928,7
44797,13999,1,10,6,Low,2,23200,2
44798,13999,1,10,10,High,3,102532,13
44799,13999,1,10,10,Low,1,102532,13
44800,14000,1,6,10,High,2,594714,12
44801,14000,1,6,10,Low,4,594714,12
44802,14001,1,6,10,Low,2,69375,5
44803,14001,1,6,13,Low,3,0,6
44804,14002,1,3,1,High,1,21151,2
44805,14002,1,3,10,Low,1,1842,4
44806,14002,1,3,13,Low,1,7463,2
44807,14003,1,17,1,High,2,621070,2
44808,14003,1,17,5,High,2,296424,15
44809,14003,1,17,6,High,1,65832,4
44810,14003,1,17,6,Low,4,65832,4
44811,14003,1,17,10,High,2,208470,28
44812,14003,1,17,10,Low,5,208470,28
44813,14003,1,17,13,Low,1,0,3
44814,14004,1,3,10,Low,2,105530,3
44815,14005,1,7,1,Low,1,0,4
44816,14005,1,7,2,High,1,0,6
44817,14005,4,1,2,High,1,3468044,6
44818,14005,1,7,10,Low,2,91671,12
44819,14006,1,2,10,High,1,19081,6
44820,14006,1,2,10,Low,1,19081,6
44821,14007,1,15,0,High,1,0,9
44822,14007,1,15,1,High,1,0,2
44823,14007,1,15,5,High,1,0,5
44824,14007,1,15,10,High,2,34551,22
44825,14007,1,15,10,Low,9,34551,22
44826,14008,1,7,6,Low,4,15690,2
44827,14008,1,7,10,Low,3,62372,8
44828,14009,1,13,5,High,2,220780,3
44829,14009,1,13,6,Low,6,30828,6
44830,14009,1,13,10,High,1,147873,4
44831,14009,1,13,10,Low,2,147873,4
44832,14009,1,13,13,Low,1,0,1
44833,14010,1,5,6,Low,2,0,1
44834,14010,1,5,10,High,1,114636,12
44835,14010,1,5,10,Low,2,114636,12
44836,14011,1,5,1,High,2,275975,5
44837,14011,1,5,10,Low,1,62358,5
44838,14011,1,5,13,Low,1,0,1
44839,14012,1,4,5,High,2,315615,3
44840,14012,1,4,7,High,1,105000,1
44841,14012,1,4,10,Low,1,19516,3
44842,14013,1,2,10,Low,2,399,7
44843,14014,1,13,2,High,1,413940,4
44844,14014,1,13,5,High,1,0,5
44845,14014,1,13,6,Low,5,0,1
44846,14014,1,13,10,Low,5,51546,13
44847,14015,1,3,10,Low,2,21346,7
44848,14016,1,4,10,Low,3,12749,6
44849,14016,1,4,13,Low,1,49296,1
44850,14016,4,1,13,Low,1,0,1
44851,14017,1,5,0,High,1,411571,1
44852,14017,1,5,1,High,1,0,1
44853,14017,1,5,10,High,1,10059,7
44854,14018,1,4,5,High,2,145337,9
44855,14018,1,4,10,High,1,20534,2
44856,14018,1,4,10,Low,1,20534,2
44857,14019,1,3,10,High,1,37313,10
44858,14019,1,3,10,Low,2,37313,10
44859,14019,4,3,1,High,1,473469,4
44860,14019,4,3,5,Low,1,0,2
44861,14019,4,3,13,Low,1,4263,1
44862,14020,1,8,1,High,2,0,9
44863,14020,1,8,1,Low,1,0,9
44864,14020,1,8,10,High,1,-4,4
44865,14020,1,8,10,Low,1,-4,4
44866,14020,1,8,13,Low,1,0,1
44867,14020,4,1,13,Low,1,0,1
44868,14020,1,8,51,High,1,410243,2
44869,14021,1,2,10,Low,2,6594,6
44870,14022,1,2,6,Low,1,0,1
44871,14022,1,2,10,Low,1,92652,4
44872,14023,1,5,1,High,1,221831,2
44873,14023,1,5,10,Low,2,86706,7
44874,14024,1,5,6,Low,1,3814,1
44875,14024,1,5,7,Low,1,45900,1
44876,14024,1,5,10,High,1,46133,4
44877,14024,1,5,10,Low,1,46133,4
44878,14024,1,5,13,Low,1,36968,1
44879,14025,1,2,10,Low,2,10222,4
44880,14026,1,2,10,Low,1,19642,3
44881,14027,1,2,5,High,1,608812,5
44882,14027,1,2,10,Low,1,0,3
44883,14028,1,7,6,Low,1,27374,4
44884,14028,1,7,10,High,2,18947,7
44885,14028,1,7,10,Low,1,18947,7
44886,14028,1,7,13,Low,3,73122,5
44887,14029,1,6,5,High,2,199557,10
44888,14029,1,6,10,High,2,33289,7
44889,14029,1,6,10,Low,2,33289,7
44890,14030,1,3,5,High,1,468000,1
44891,14030,1,3,10,Low,2,8558,2
44892,14031,1,23,0,Low,1,0,5
44893,14031,1,23,1,High,1,0,6
44894,14031,1,23,2,High,3,10175344,9
44895,14031,1,23,5,High,2,279245,2
44896,14031,1,23,10,High,4,52458,26
44897,14031,1,23,10,Low,12,52458,26
44898,14032,1,32,5,High,4,18880,3
44899,14032,1,32,6,High,1,10427,6
44900,14032,1,32,6,Low,4,10427,6
44901,14032,1,32,10,High,9,43653,24
44902,14032,1,32,10,Low,13,43653,24
44903,14032,2,5,10,High,5,41587,24
44904,14032,3,11,17,High,11,0,10
44905,14032,4,2,1,High,1,0,23
44906,14032,4,2,2,High,1,0,25
44907,14033,1,8,5,High,1,119821,2
44908,14033,1,8,6,Low,3,16870,3
44909,14033,1,8,10,Low,2,8928,5
44910,14034,1,11,1,High,2,240586,4
44911,14034,3,1,1,High,1,113504,4
44912,14034,1,11,5,Low,1,0,1
44913,14034,1,11,6,Low,2,14824,2
44914,14034,1,11,10,Low,6,129561,21
44915,14034,4,1,2,High,1,4175567,3
44916,14035,1,6,6,Low,1,0,2
44917,14035,1,6,10,Low,2,32872,4
44918,14035,1,6,13,Low,3,41712,11
44919,14036,1,16,6,Low,5,9400,1
44920,14036,1,16,10,High,3,373192,46
44921,14036,1,16,10,Low,7,373192,46
44922,14037,1,12,0,High,1,337195,1
44923,14037,1,12,1,High,2,244878,8
44924,14037,1,12,6,Low,2,21263,1
44925,14037,1,12,10,High,1,116921,21
44926,14037,1,12,10,Low,6,116921,21
44927,14037,4,1,2,High,1,1753688,2
44928,14038,1,7,0,Low,1,14850,1
44929,14038,1,7,1,High,1,947245,3
44930,14038,1,7,6,Low,4,4920,2
44931,14038,1,7,10,High,1,798,8
44932,14038,4,2,2,High,2,2743112,1
44933,14039,1,3,10,High,1,12366,1
44934,14039,1,3,10,Low,2,12366,1
44935,14039,2,1,10,High,1,0,1
44936,14040,1,5,10,High,1,200859,12
44937,14040,1,5,10,Low,4,200859,12
44938,14041,1,2,13,Low,1,44440,1
44939,14042,1,5,5,High,3,378237,6
44940,14042,1,5,10,High,1,46030,4
44941,14042,1,5,10,Low,1,46030,4
44942,14043,1,5,5,High,1,116386,3
44943,14043,1,5,10,High,3,113156,13
44944,14043,1,5,10,Low,1,113156,13
44945,14044,1,4,10,High,1,130168,15
44946,14044,1,4,10,Low,3,130168,15
44947,14045,1,4,1,High,1,452760,1
44948,14045,1,4,6,Low,1,15769,3
44949,14045,1,4,10,Low,1,20716,3
44950,14046,1,5,2,High,2,940180,3
44951,14046,1,5,10,Low,2,13250,5
44952,14047,1,7,2,High,1,1210058,2
44953,14047,1,7,10,Low,3,77675,8
44954,14048,1,3,10,High,1,187520,3
44955,14048,1,3,10,Low,1,187520,3
44956,14049,1,6,5,High,2,155715,2
44957,14049,1,6,10,Low,1,38886,2
44958,14050,1,2,10,Low,2,28188,2
44959,14051,1,1,10,Low,1,12408,3
44960,14052,1,6,1,High,1,202155,4
44961,14052,1,6,6,Low,4,28182,1
44962,14052,1,6,10,Low,1,19604,1
44963,14052,4,1,5,High,1,152639,3
44964,14053,1,8,2,High,1,0,2
44965,14053,1,8,5,High,5,217572,2
44966,14053,1,8,10,Low,1,51687,2
44967,14054,1,3,1,High,1,0,1
44968,14054,4,5,1,High,1,557027,1
44969,14054,1,3,10,High,1,81855,2
44970,14054,1,3,10,Low,1,81855,2
44971,14054,3,1,51,High,1,-1,5
44972,14054,4,5,51,High,1,494076,5
44973,14054,4,5,2,High,3,6002526,10
44974,14055,1,10,6,Low,4,27736,2
44975,14055,1,10,10,Low,3,30436,4
44976,14055,2,1,10,High,1,3151,4
44977,14055,1,10,13,Low,2,0,2
44978,14056,1,18,1,High,1,0,1
44979,14056,1,18,5,High,2,0,5
44980,14056,1,18,10,Balanced,1,73002,18
44981,14056,1,18,10,High,1,73002,18
44982,14056,1,18,10,Low,13,73002,18
44983,14056,4,5,2,High,5,0,21
44984,14057,1,4,0,Low,1,12500,2
44985,14057,1,4,1,High,1,526998,2
44986,14057,1,4,10,Low,2,13623,14
44987,14058,1,1,10,Low,1,2481,12
44988,14059,1,15,0,Low,1,0,1
44989,14059,1,15,5,High,1,45535,5
44990,14059,1,15,6,Low,9,25000,6
44991,14059,1,15,10,High,1,66556,7
44992,14059,1,15,10,Low,2,66556,7
44993,14059,1,15,13,Low,1,0,3
44994,14060,1,4,6,Low,1,0,2
44995,14060,1,4,10,Low,2,7149,4
44996,14061,1,7,1,High,1,-10,7
44997,14061,1,7,6,Low,2,23858,2
44998,14061,1,7,10,Low,2,25984,6
44999,14061,1,7,13,Low,1,0,3
45000,14062,1,4,10,High,1,48957,2
45001,14062,1,4,10,Low,1,48957,2
45002,14063,1,10,5,Low,2,0,5
45003,14063,1,10,10,High,5,49817,9
45004,14063,1,10,10,Low,1,49817,9
45005,14063,1,10,13,Low,1,0,1
45006,14063,3,1,2,High,1,50103,2
45007,14064,1,7,6,Low,2,29540,1
45008,14064,1,7,10,High,1,94465,2
45009,14064,1,7,10,Low,1,94465,2
45010,14065,1,3,10,Low,3,3160,4
45011,14066,1,6,10,High,4,231830,25
45012,14066,1,6,10,Low,2,231830,25
45013,14067,1,7,6,Low,5,24078,7
45014,14067,1,7,10,Low,2,121408,6
45015,14068,4,1,2,High,1,633250,3
45016,14069,1,12,2,High,1,625690,1
45017,14069,1,12,6,Low,7,17868,2
45018,14069,1,12,10,Low,3,135961,10
45019,14070,1,4,10,Low,1,9520,3
45020,14070,1,4,13,Low,2,2284,2
45021,14071,1,3,10,Low,2,14591,3
45022,14071,1,3,13,Low,1,28523,1
45023,14072,1,13,1,High,2,956737,2
45024,14072,1,13,6,Low,3,0,2
45025,14072,1,13,10,High,5,51479,3
45026,14072,1,13,10,Low,3,51479,3
45027,14073,1,8,5,High,1,0,8
45028,14073,1,8,10,High,4,578149,12
45029,14073,1,8,10,Low,1,578149,12
45030,14074,1,5,10,Low,3,28248,6
45031,14075,1,9,1,High,2,0,4
45032,14075,4,1,1,High,1,27670,4
45033,14075,1,9,5,High,1,0,1
45034,14075,1,9,10,High,1,33384,9
45035,14075,1,9,10,Low,5,33384,9
45036,14075,2,1,10,Low,1,0,9
45037,14076,1,6,5,High,2,395321,3
45038,14076,1,6,10,High,1,15894,5
45039,14076,1,6,10,Low,2,15894,5
45040,14076,1,6,13,Low,1,0,1
45041,14077,1,10,5,High,4,363029,4
45042,14077,1,10,5,Low,2,363029,4
45043,14077,3,6,5,High,5,0,4
45044,14077,3,6,5,Low,1,0,4
45045,14077,1,10,10,High,1,41488,3
45046,14077,1,10,10,Low,2,41488,3
45047,14077,1,10,13,Low,1,0,3
45048,14078,1,7,10,High,2,28863,25
45049,14078,1,7,10,Low,4,28863,25
45050,14079,1,9,5,High,2,113050,1
45051,14079,1,9,10,High,1,35974,3
45052,14080,1,2,10,Low,2,37509,3
45053,14081,1,7,6,Low,2,38986,2
45054,14081,1,7,10,High,3,249479,10
45055,14081,1,7,10,Low,2,249479,10
45056,14081,4,2,1,High,1,0,5
45057,14082,1,4,10,High,1,77060,6
45058,14082,1,4,10,Low,1,77060,6
45059,14082,1,4,13,Low,2,0,3
45060,14083,1,1,10,Low,1,29168,2
45061,14084,1,28,0,High,1,0,1
45062,14084,1,28,1,High,1,-4915,1
45063,14084,1,28,5,High,9,705329,29
45064,14084,1,28,10,High,6,238644,28
45065,14084,1,28,10,Low,10,238644,28
45066,14084,1,28,12,High,1,0,1
45067,14085,1,5,0,High,1,502214,1
45068,14085,1,5,10,Low,3,-2500,5
45069,14085,1,5,13,Low,1,0,1
45070,14086,4,1,1,High,1,180756,6
45071,14087,1,2,10,Low,2,29848,2
45072,14088,1,11,1,Low,1,6947,3
45073,14088,4,1,1,Low,1,0,3
45074,14088,1,11,10,High,4,58064,16
45075,14088,1,11,10,Low,2,58064,16
45076,14089,1,5,5,High,1,26271,3
45077,14089,1,5,10,High,1,49275,2
45078,14089,1,5,10,Low,3,49275,2
45079,14090,1,9,1,High,2,245829,1
45080,14090,1,9,10,Low,3,22453,6
45081,14091,1,4,6,Low,2,0,1
45082,14091,1,4,10,Low,2,19391,3
45083,14092,1,16,1,High,3,523024,14
45084,14092,4,1,1,High,1,0,14
45085,14092,1,16,5,Low,1,45680,4
45086,14092,1,16,6,Low,6,105402,4
45087,14092,1,16,10,High,2,60830,17
45088,14092,1,16,10,Low,2,60830,17
45089,14092,1,16,13,Low,1,0,1
45090,14093,1,3,10,Low,1,10469,2
45091,14094,1,13,5,High,1,84469,17
45092,14094,1,13,6,Low,2,0,4
45093,14094,1,13,10,High,3,77592,16
45094,14094,1,13,10,Low,7,77592,16
45095,14095,1,11,1,High,4,138857,6
45096,14095,1,11,5,High,1,71816,2
45097,14095,1,11,10,High,3,111843,7
45098,14095,1,11,10,Low,1,111843,7
45099,14095,1,11,13,Low,1,0,2
45100,14095,1,11,51,High,1,149636,6
45101,14096,1,5,5,High,1,61994,1
45102,14096,1,5,10,Low,2,12411,8
45103,14096,1,5,13,Low,1,35616,1
45104,14096,4,1,2,High,1,875534,3
45105,14097,1,2,10,Low,1,2962,3
45106,14097,1,2,13,High,1,77175,1
45107,14098,1,4,10,Low,4,38223,4
45108,14099,1,13,2,High,1,1489444,3
45109,14099,1,13,5,High,1,0,9
45110,14099,1,13,6,Low,3,0,2
45111,14099,1,13,10,High,2,81436,8
45112,14099,1,13,10,Low,4,81436,8
45113,14099,2,1,10,Low,1,686,8
45114,14099,1,13,13,Low,2,0,1
45115,14100,1,6,5,High,2,300000,3
45116,14100,1,6,10,Balanced,1,221169,5
45117,14100,1,6,10,High,1,221169,5
45118,14100,1,6,10,Low,1,221169,5
45119,14100,1,6,13,Low,1,0,1
45120,14101,1,16,1,High,7,1617768,13
45121,14101,1,16,5,High,1,0,3
45122,14101,1,16,5,Low,1,0,3
45123,14101,1,16,10,High,3,182562,8
45124,14102,1,1,10,High,1,11663,5
45125,14103,1,23,5,High,3,153195,22
45126,14103,1,23,5,Low,4,153195,22
45127,14103,1,23,6,Low,2,0,4
45128,14103,1,23,10,High,5,20686,33
45129,14103,1,23,10,Low,7,20686,33
45130,14104,1,3,1,High,1,384727,3
45131,14104,1,3,10,High,1,136,7
45132,14104,1,3,10,Low,1,136,7
45133,14105,1,3,10,Low,1,3816,9
45134,14106,1,5,1,High,1,454192,1
45135,14106,1,5,10,Low,2,66680,4
45136,14106,1,5,13,Low,2,0,2
45137,14107,1,4,5,High,1,0,4
45138,14107,1,4,10,Low,3,25981,7
