customer_no,acct_type,enquiry_count
11776,0.0,1
11776,5.0,2
11776,6.0,1
11776,10.0,2
11777,2.0,1
11777,5.0,4
11777,6.0,2
11777,10.0,2
11778,0.0,1
11778,5.0,4
11778,6.0,1
11778,10.0,3
11779,0.0,2
11779,5.0,2
11779,10.0,10
11780,0.0,4
11780,1.0,1
11780,2.0,2
11780,5.0,8
11780,8.0,1
11780,10.0,5
11780,13.0,1
11781,5.0,1
11781,10.0,6
11782,0.0,1
11782,6.0,1
11782,10.0,4
11783,1.0,2
11783,6.0,4
11783,10.0,5
11783,13.0,5
11784,5.0,14
11784,6.0,4
11784,7.0,1
11784,10.0,6
11784,13.0,1
11785,0.0,1
11785,1.0,6
11785,10.0,10
11785,13.0,1
11786,0.0,2
11786,1.0,13
11786,6.0,2
11786,8.0,1
11786,10.0,23
11787,1.0,2
11787,5.0,1
11787,10.0,4
11787,13.0,1
11788,10.0,5
11788,13.0,2
11789,1.0,1
11789,5.0,2
11789,6.0,2
11789,10.0,2
11789,13.0,3
11790,1.0,3
11790,5.0,13
11790,6.0,1
11790,10.0,8
11790,13.0,1
11791,0.0,1
11791,1.0,2
11791,5.0,1
11791,6.0,1
11791,10.0,3
11791,13.0,1
11791,51.0,1
11792,5.0,2
11792,10.0,8
11793,0.0,1
11793,5.0,2
11793,10.0,7
11794,5.0,2
11794,6.0,1
11794,10.0,4
11794,55.0,2
11795,6.0,3
11795,10.0,1
11795,13.0,1
11796,0.0,5
11796,1.0,1
11796,2.0,4
11796,3.0,1
11796,5.0,24
11796,6.0,3
11796,10.0,24
11796,51.0,1
11797,5.0,1
11797,6.0,1
11797,10.0,37
11798,0.0,1
11798,1.0,2
11798,5.0,1
11798,10.0,16
11798,13.0,1
11799,1.0,1
11799,5.0,1
11799,6.0,1
11799,10.0,1
11799,13.0,5
11800,0.0,3
11800,1.0,6
11800,5.0,7
11800,6.0,1
11800,10.0,12
11800,13.0,2
11801,1.0,3
11801,2.0,6
11801,5.0,8
11801,10.0,2
11801,51.0,3
11802,10.0,6
11803,0.0,1
11803,5.0,5
11803,10.0,9
11804,0.0,2
11804,1.0,3
11804,2.0,5
11804,5.0,18
11804,7.0,3
11804,10.0,23
11804,51.0,1
11805,0.0,3
11805,10.0,2
11806,6.0,1
11806,10.0,9
11807,5.0,5
11807,10.0,10
11808,6.0,1
11808,10.0,16
11809,5.0,12
11809,10.0,12
11810,10.0,2
11811,5.0,5
11811,6.0,3
11811,10.0,4
11811,13.0,1
11812,0.0,1
11812,2.0,1
11812,10.0,6
11813,5.0,6
11814,6.0,1
11814,10.0,13
11814,13.0,2
11815,10.0,9
11816,0.0,1
11816,2.0,8
11816,5.0,14
11816,7.0,12
11816,10.0,12
11816,13.0,2
11816,51.0,2
11817,0.0,2
11817,1.0,2
11817,5.0,2
11817,6.0,1
11817,10.0,8
11817,12.0,1
11818,1.0,1
11818,2.0,1
11818,10.0,5
11819,5.0,3
11819,6.0,1
11819,10.0,27
11819,13.0,1
11819,51.0,2
11820,5.0,7
11820,10.0,8
11821,0.0,1
11821,1.0,8
11821,5.0,5
11821,6.0,3
11821,10.0,11
11822,5.0,1
11822,6.0,1
11822,10.0,5
11823,1.0,2
11823,2.0,3
11823,10.0,10
11823,15.0,1
11824,0.0,2
11824,1.0,5
11824,10.0,18
11825,1.0,1
11825,2.0,3
11825,5.0,3
11825,10.0,2
11826,0.0,1
11826,5.0,2
11826,6.0,1
11826,10.0,6
11826,13.0,1
11827,0.0,1
11827,1.0,1
11827,3.0,1
11827,5.0,2
11827,10.0,11
11827,51.0,1
11828,2.0,2
11828,5.0,6
11828,10.0,20
11829,1.0,6
11829,5.0,5
11829,6.0,2
11829,10.0,17
11829,13.0,1
11830,1.0,3
11830,10.0,4
11830,13.0,2
11831,0.0,3
11831,5.0,2
11831,10.0,12
11832,1.0,6
11832,5.0,3
11832,6.0,2
11832,10.0,7
11833,0.0,1
11833,1.0,2
11833,6.0,1
11833,10.0,14
11833,13.0,1
11834,1.0,2
11834,5.0,19
11834,6.0,2
11834,10.0,25
11835,5.0,2
11835,6.0,2
11835,10.0,13
11835,13.0,1
11836,0.0,1
11836,51.0,1
11837,5.0,5
11837,10.0,7
11837,12.0,1
11838,10.0,9
11838,51.0,1
11839,0.0,3
11839,2.0,1
11839,5.0,3
11839,6.0,4
11839,10.0,24
11839,13.0,2
11839,51.0,5
11839,52.0,1
11840,0.0,5
11840,5.0,8
11840,6.0,4
11840,10.0,22
11841,5.0,2
11841,10.0,8
11841,13.0,1
11842,5.0,2
11842,10.0,8
11843,0.0,8
11843,5.0,13
11843,10.0,43
11843,12.0,1
11844,1.0,1
11844,5.0,2
11844,6.0,3
11844,7.0,1
11844,10.0,16
11844,51.0,1
11845,1.0,2
11845,5.0,13
11845,6.0,1
11845,8.0,1
11845,10.0,33
11845,51.0,1
11846,5.0,13
11846,6.0,3
11846,10.0,13
11846,13.0,1
11847,1.0,3
11847,10.0,9
11848,5.0,13
11848,6.0,2
11848,10.0,32
11848,12.0,1
11849,2.0,3
11849,5.0,1
11849,10.0,11
11850,10.0,13
11851,0.0,1
11851,10.0,3
11852,0.0,1
11852,10.0,2
11853,1.0,4
11853,2.0,1
11853,5.0,1
11853,10.0,13
11854,6.0,2
11854,10.0,6
11854,13.0,2
11855,10.0,1
11856,0.0,2
11856,1.0,2
11856,2.0,6
11856,3.0,3
11856,4.0,3
11856,5.0,8
11856,10.0,36
11856,51.0,1
11857,0.0,3
11857,10.0,6
11858,0.0,2
11858,1.0,3
11858,10.0,10
11859,0.0,4
11859,1.0,1
11859,3.0,3
11859,5.0,1
11859,6.0,1
11859,10.0,16
11860,0.0,4
11860,1.0,1
11860,5.0,15
11860,6.0,2
11860,10.0,12
11861,0.0,1
11861,5.0,2
11861,6.0,1
11861,10.0,5
11861,13.0,1
11862,0.0,2
11862,2.0,1
11862,10.0,7
11862,17.0,1
11863,0.0,2
11863,2.0,4
11863,5.0,2
11863,8.0,1
11863,10.0,2
11864,0.0,1
11864,5.0,4
11864,6.0,2
11864,10.0,7
11864,13.0,3
11865,0.0,1
11865,2.0,2
11865,10.0,8
11865,13.0,2
11866,0.0,2
11866,2.0,1
11866,5.0,1
11866,10.0,8
11866,13.0,1
11867,5.0,1
11867,6.0,1
11867,10.0,4
11867,13.0,2
11868,0.0,1
11868,2.0,1
11868,5.0,7
11868,6.0,1
11868,10.0,20
11868,13.0,1
11869,1.0,1
11869,2.0,4
11869,5.0,1
11869,10.0,8
11870,2.0,2
11870,3.0,1
11870,5.0,4
11870,10.0,5
11871,5.0,2
11871,10.0,7
11871,13.0,1
11872,2.0,6
11872,5.0,1
11872,10.0,28
11872,13.0,1
11873,0.0,2
11873,1.0,8
11873,10.0,7
11873,13.0,7
11873,51.0,2
11874,10.0,5
11875,0.0,1
11875,1.0,1
11875,5.0,2
11875,6.0,2
11875,10.0,4
11876,5.0,1
11876,10.0,10
11876,13.0,1
11877,5.0,1
11877,10.0,2
11877,13.0,1
11878,5.0,1
11878,10.0,7
11879,10.0,21
11879,13.0,1
11879,51.0,1
11880,0.0,2
11880,1.0,5
11880,5.0,1
11880,6.0,3
11880,10.0,3
11880,32.0,1
11880,51.0,1
11881,1.0,2
11881,7.0,3
11881,10.0,4
11881,13.0,1
11882,5.0,1
11882,6.0,1
11882,10.0,4
11882,13.0,1
11883,2.0,1
11883,5.0,10
11883,7.0,3
11883,10.0,5
11883,13.0,1
11884,6.0,1
11884,10.0,6
11885,5.0,11
11885,6.0,1
11885,10.0,7
11886,5.0,3
11886,10.0,19
11886,13.0,1
11887,1.0,3
11887,2.0,2
11887,5.0,1
11887,10.0,4
11888,2.0,2
11888,5.0,4
11888,6.0,2
11888,10.0,7
11888,13.0,2
11889,5.0,1
11889,6.0,1
11889,10.0,5
11890,5.0,4
11890,6.0,2
11890,10.0,31
11890,13.0,1
11891,0.0,1
11891,2.0,1
11891,3.0,5
11891,4.0,1
11891,5.0,17
11891,10.0,4
11891,51.0,1
11892,0.0,1
11892,1.0,23
11892,2.0,5
11892,3.0,1
11892,5.0,2
11892,10.0,19
11892,11.0,1
11892,51.0,1
11893,0.0,3
11893,1.0,3
11893,5.0,13
11893,6.0,5
11893,10.0,23
11893,13.0,1
11893,51.0,1
11894,0.0,1
11894,1.0,2
11894,10.0,11
11895,1.0,1
11895,2.0,1
11895,5.0,3
11895,7.0,4
11895,10.0,7
11896,5.0,6
11896,10.0,9
11897,2.0,6
11897,5.0,57
11897,6.0,1
11897,10.0,20
11897,12.0,1
11898,1.0,3
11898,10.0,3
11898,51.0,1
11899,0.0,6
11899,1.0,3
11899,2.0,9
11899,5.0,8
11899,6.0,1
11899,7.0,4
11899,10.0,14
11899,51.0,1
11900,0.0,3
11900,2.0,3
11900,5.0,6
11900,8.0,1
11900,10.0,15
11900,13.0,1
11901,0.0,2
11901,2.0,1
11901,5.0,2
11901,6.0,1
11901,10.0,20
11901,13.0,1
11902,0.0,1
11902,2.0,4
11902,10.0,14
11902,13.0,2
11903,0.0,1
11903,1.0,1
11903,5.0,1
11903,6.0,1
11903,10.0,6
11904,5.0,1
11904,6.0,1
11904,10.0,7
11904,13.0,2
11905,6.0,2
11905,13.0,1
11906,5.0,14
11906,6.0,3
11906,10.0,9
11907,1.0,1
11907,6.0,1
11907,10.0,2
11908,1.0,2
11908,2.0,3
11908,3.0,1
11908,5.0,2
11908,6.0,1
11908,10.0,9
11909,2.0,1
11909,10.0,8
11910,0.0,1
11910,1.0,1
11910,2.0,1
11910,8.0,1
11910,10.0,22
11911,1.0,1
11911,2.0,2
11911,5.0,1
11911,6.0,1
11911,10.0,4
11912,0.0,1
11912,5.0,13
11912,6.0,1
11912,10.0,7
11913,10.0,4
11914,10.0,4
11915,5.0,1
11915,6.0,5
11915,10.0,3
11915,13.0,1
11916,10.0,13
11916,13.0,1
11917,0.0,1
11917,1.0,2
11917,2.0,2
11917,5.0,6
11917,10.0,5
11918,0.0,1
11918,10.0,2
11918,57.0,1
11919,10.0,6
11920,0.0,2
11920,1.0,3
11920,2.0,5
11920,5.0,1
11920,10.0,28
11921,1.0,1
11921,2.0,7
11921,6.0,1
11921,10.0,8
11922,0.0,19
11922,1.0,8
11922,3.0,2
11922,5.0,75
11922,6.0,1
11922,10.0,35
11922,14.0,1
11922,51.0,73
11923,1.0,2
11923,5.0,1
11923,6.0,8
11923,7.0,4
11923,10.0,10
11924,2.0,1
11924,6.0,3
11925,10.0,3
11926,6.0,1
11926,10.0,5
11926,13.0,1
11927,5.0,2
11927,6.0,1
11927,10.0,7
11928,0.0,2
11928,5.0,5
11928,10.0,2
11929,0.0,2
11929,2.0,2
11929,10.0,23
11929,13.0,2
11930,0.0,2
11930,8.0,2
11930,13.0,1
11931,1.0,3
11931,10.0,3
11932,2.0,1
11932,10.0,2
11933,2.0,1
11933,5.0,5
11933,10.0,19
11934,0.0,1
11934,2.0,1
11934,5.0,13
11934,6.0,3
11934,10.0,19
11934,13.0,2
11935,0.0,1
11935,5.0,3
11935,10.0,27
11935,13.0,4
11936,5.0,11
11936,6.0,1
11936,7.0,1
11936,10.0,11
11936,13.0,1
11937,0.0,1
11937,2.0,1
11937,5.0,7
11937,6.0,2
11937,10.0,11
11938,1.0,2
11938,6.0,2
11938,10.0,6
11939,5.0,1
11939,6.0,2
11939,10.0,3
11940,0.0,1
11940,10.0,13
11941,1.0,1
11941,3.0,1
11941,10.0,8
11942,5.0,1
11942,6.0,1
11942,10.0,15
11942,13.0,4
11943,6.0,1
11943,10.0,6
11944,1.0,3
11944,6.0,1
11944,10.0,10
11944,13.0,1
11944,51.0,1
11945,0.0,2
11945,1.0,2
11945,2.0,1
11945,3.0,1
11945,5.0,20
11945,6.0,1
11945,10.0,42
11946,0.0,1
11946,5.0,4
11946,6.0,1
11946,10.0,7
11947,1.0,1
11947,10.0,4
11947,13.0,2
11948,0.0,1
11948,1.0,1
11948,2.0,3
11948,5.0,7
11948,6.0,4
11948,10.0,12
11949,5.0,5
11949,10.0,3
11949,13.0,1
11950,0.0,1
11950,2.0,2
11950,6.0,1
11950,10.0,11
11951,0.0,1
11951,5.0,1
11951,10.0,14
11952,0.0,1
11952,1.0,5
11952,2.0,1
11952,3.0,2
11952,5.0,10
11952,10.0,4
11952,51.0,5
11953,10.0,8
11954,0.0,1
11954,2.0,3
11954,5.0,1
11954,6.0,1
11954,10.0,7
11954,13.0,2
11955,0.0,1
11955,1.0,1
11955,10.0,9
11956,0.0,1
11956,5.0,16
11956,10.0,11
11957,10.0,9
11958,0.0,1
11958,1.0,1
11958,5.0,3
11958,6.0,1
11958,10.0,13
11958,53.0,1
11958,54.0,1
11959,0.0,1
11959,2.0,2
11959,5.0,2
11959,10.0,6
11960,1.0,3
11960,6.0,1
11960,10.0,3
11960,13.0,3
11961,1.0,1
11961,2.0,1
11961,6.0,1
11961,10.0,4
11961,51.0,2
11962,1.0,2
11962,5.0,7
11962,6.0,4
11962,10.0,15
11962,13.0,2
11964,1.0,9
11964,5.0,5
11964,6.0,1
11964,7.0,1
11964,10.0,13
11965,5.0,24
11965,10.0,17
11966,10.0,6
11967,1.0,1
11967,5.0,4
11967,6.0,1
11967,10.0,7
11967,13.0,1
11968,0.0,1
11968,1.0,3
11968,10.0,4
11969,10.0,7
11969,13.0,1
11970,5.0,11
11970,6.0,6
11970,10.0,8
11971,0.0,6
11971,1.0,7
11971,5.0,7
11971,10.0,7
11971,15.0,1
11971,51.0,3
11971,59.0,2
11972,0.0,1
11972,1.0,3
11972,10.0,2
11973,0.0,1
11973,1.0,2
11973,10.0,11
11974,2.0,7
11974,3.0,3
11974,5.0,11
11974,6.0,2
11974,10.0,11
11975,5.0,1
11975,6.0,1
11975,10.0,4
11975,13.0,1
11976,0.0,1
11976,5.0,3
11976,10.0,6
11977,1.0,2
11977,6.0,1
11977,10.0,4
11978,1.0,1
11978,2.0,2
11978,5.0,2
11978,6.0,4
11978,10.0,6
11979,0.0,1
11979,1.0,1
11979,10.0,2
11980,10.0,13
11981,6.0,1
11981,10.0,10
11982,5.0,1
11982,10.0,8
11983,10.0,7
11984,0.0,2
11984,1.0,1
11984,5.0,7
11984,6.0,19
11984,10.0,22
11984,13.0,3
11985,5.0,5
11985,6.0,5
11985,10.0,3
11986,0.0,6
11986,5.0,4
11986,6.0,1
11986,10.0,22
11986,51.0,1
11987,10.0,2
11988,0.0,5
11988,1.0,5
11988,2.0,1
11988,5.0,18
11988,6.0,1
11988,10.0,6
11988,51.0,1
11989,0.0,1
11989,5.0,3
11989,10.0,1
11990,5.0,3
11990,6.0,1
11990,10.0,11
11990,13.0,3
11991,5.0,5
11991,6.0,1
11991,10.0,7
11992,1.0,2
11992,5.0,2
11992,6.0,1
11993,0.0,3
11993,5.0,5
11993,6.0,4
11993,10.0,6
11993,13.0,4
11993,51.0,7
11994,10.0,2
11995,0.0,1
11995,1.0,1
11995,10.0,9
11996,5.0,1
11996,10.0,3
11996,13.0,3
11997,6.0,3
11997,10.0,25
11997,13.0,1
11998,5.0,1
11998,10.0,7
11999,1.0,1
11999,2.0,4
11999,5.0,2
11999,10.0,17
11999,51.0,1
12000,10.0,3
12001,0.0,13
12001,1.0,2
12001,2.0,11
12001,5.0,13
12001,6.0,2
12001,10.0,29
12001,12.0,1
12002,5.0,1
12002,10.0,3
12003,5.0,1
12003,10.0,11
12004,5.0,1
12004,10.0,5
12005,0.0,2
12005,5.0,7
12005,10.0,13
12005,13.0,1
12006,2.0,1
12006,5.0,9
12006,10.0,24
12006,12.0,1
12007,0.0,1
12007,1.0,4
12007,2.0,3
12007,5.0,3
12007,10.0,22
12008,5.0,1
12008,10.0,3
12009,5.0,11
12009,6.0,1
12009,7.0,3
12009,10.0,13
12009,13.0,2
12010,0.0,4
12010,6.0,2
12010,10.0,8
12011,0.0,1
12011,10.0,13
12012,5.0,1
12012,10.0,10
12013,0.0,1
12013,1.0,1
12013,2.0,3
12013,5.0,1
12013,10.0,15
12014,5.0,13
12014,10.0,3
12014,13.0,1
12015,5.0,3
12015,10.0,10
12015,51.0,1
12016,5.0,15
12016,6.0,3
12016,7.0,1
12016,10.0,19
12016,13.0,1
12017,0.0,1
12017,1.0,4
12017,6.0,1
12017,10.0,6
12018,0.0,2
12018,1.0,2
12018,5.0,4
12018,10.0,10
12018,13.0,2
12019,10.0,2
12019,13.0,6
12020,10.0,3
12021,0.0,1
12021,1.0,1
12021,2.0,1
12021,6.0,1
12021,10.0,8
12022,0.0,1
12022,10.0,6
12023,0.0,1
12023,1.0,2
12023,5.0,8
12023,6.0,1
12023,10.0,22
12024,1.0,5
12024,10.0,4
12024,13.0,2
12025,5.0,7
12025,6.0,1
12025,10.0,5
12026,10.0,7
12027,5.0,2
12027,6.0,1
12027,10.0,4
12028,5.0,6
12028,10.0,8
12029,0.0,1
12029,10.0,5
12030,0.0,4
12030,5.0,1
12030,10.0,22
12031,1.0,1
12031,2.0,2
12031,10.0,5
12032,10.0,3
12033,5.0,4
12033,6.0,1
12033,10.0,15
12033,13.0,2
12034,10.0,5
12035,0.0,2
12035,1.0,1
12035,10.0,3
12036,10.0,1
12037,10.0,4
12037,13.0,1
12037,51.0,1
12038,1.0,6
12038,5.0,1
12038,10.0,4
12038,13.0,4
12039,10.0,12
12040,5.0,1
12040,6.0,1
12040,10.0,10
12041,0.0,1
12041,1.0,2
12041,6.0,1
12041,7.0,4
12041,10.0,10
12042,5.0,2
12042,10.0,13
12043,2.0,1
12043,5.0,2
12043,6.0,3
12043,10.0,3
12043,13.0,1
12044,1.0,1
12044,2.0,1
12044,10.0,10
12045,1.0,1
12045,10.0,9
12046,0.0,2
12046,1.0,2
12046,5.0,6
12046,6.0,1
12046,10.0,13
12047,0.0,2
12047,5.0,1
12047,10.0,2
12048,0.0,2
12048,1.0,2
12048,5.0,31
12048,6.0,2
12048,10.0,33
12048,13.0,1
12049,1.0,4
12049,5.0,7
12049,6.0,3
12049,10.0,43
12050,10.0,7
12051,10.0,4
12052,1.0,1
12052,6.0,1
12052,10.0,9
12052,13.0,1
12053,5.0,3
12053,10.0,4
12053,13.0,1
12053,51.0,1
12054,0.0,1
12054,1.0,7
12054,5.0,3
12054,6.0,4
12054,10.0,5
12055,1.0,6
12055,5.0,1
12055,10.0,8
12056,0.0,2
12056,5.0,1
12056,10.0,30
12056,13.0,2
12057,10.0,8
12058,10.0,14
12059,0.0,1
12059,1.0,1
12059,5.0,8
12059,6.0,2
12059,10.0,8
12060,2.0,2
12060,5.0,3
12060,10.0,4
12061,0.0,1
12061,1.0,2
12061,5.0,12
12061,10.0,22
12061,13.0,2
12062,1.0,8
12062,5.0,1
12062,10.0,2
12062,13.0,1
12063,0.0,1
12063,10.0,17
12064,10.0,13
12065,1.0,7
12065,52.0,1
12065,54.0,3
12066,0.0,3
12066,5.0,8
12066,6.0,4
12066,10.0,10
12067,10.0,5
12067,13.0,1
12067,17.0,3
12068,0.0,1
12068,6.0,1
12068,10.0,1
12069,1.0,5
12069,10.0,5
12070,0.0,1
12070,10.0,11
12070,13.0,1
12071,0.0,1
12071,2.0,3
12071,5.0,27
12071,10.0,13
12072,5.0,4
12072,10.0,25
12073,10.0,9
12074,5.0,2
12074,6.0,2
12074,10.0,7
12075,6.0,1
12075,10.0,2
12076,1.0,5
12076,5.0,5
12076,6.0,4
12076,10.0,6
12076,13.0,4
12077,10.0,3
12078,5.0,1
12078,6.0,2
12078,13.0,1
12079,0.0,1
12079,1.0,10
12079,6.0,4
12079,10.0,5
12079,13.0,1
12080,0.0,3
12080,6.0,1
12080,10.0,2
12081,10.0,17
12082,0.0,1
12082,1.0,2
12082,2.0,4
12082,3.0,3
12082,5.0,1
12082,6.0,5
12082,10.0,3
12082,51.0,3
12083,5.0,1
12083,10.0,1
12083,13.0,1
12084,0.0,1
12084,1.0,1
12084,10.0,3
12084,51.0,1
12085,2.0,2
12085,5.0,1
12085,10.0,5
12086,0.0,1
12086,1.0,2
12086,2.0,2
12086,5.0,2
12086,10.0,11
12086,13.0,2
12087,0.0,1
12087,5.0,6
12087,6.0,1
12087,10.0,2
12088,0.0,1
12088,5.0,1
12088,6.0,1
12088,7.0,4
12088,10.0,3
12089,0.0,2
12089,1.0,2
12089,2.0,4
12089,5.0,15
12089,6.0,1
12089,10.0,2
12090,0.0,1
12090,1.0,1
12090,2.0,1
12090,3.0,2
12090,6.0,1
12090,10.0,10
12090,13.0,2
12091,0.0,3
12091,1.0,2
12091,2.0,7
12091,5.0,1
12091,10.0,25
12092,0.0,2
12092,1.0,1
12092,2.0,1
12092,5.0,1
12092,6.0,1
12092,10.0,3
12093,1.0,2
12093,2.0,1
12093,5.0,1
12093,6.0,2
12093,10.0,14
12094,0.0,2
12094,1.0,4
12094,2.0,10
12094,4.0,1
12094,5.0,12
12094,6.0,1
12094,8.0,1
12094,9.0,1
12094,10.0,35
12094,13.0,1
12094,51.0,1
12095,1.0,3
12095,5.0,11
12095,6.0,3
12095,10.0,4
12096,2.0,3
12096,10.0,13
12097,5.0,1
12097,10.0,4
12098,0.0,1
12098,1.0,3
12098,2.0,7
12098,5.0,2
12098,6.0,1
12098,10.0,32
12099,5.0,4
12099,10.0,6
12099,13.0,2
12100,10.0,4
12100,13.0,1
12101,0.0,1
12101,1.0,5
12101,2.0,1
12101,10.0,8
12101,13.0,1
12102,0.0,1
12102,5.0,6
12102,6.0,1
12102,10.0,31
12103,0.0,4
12103,1.0,5
12103,2.0,5
12103,5.0,37
12103,6.0,2
12103,7.0,4
12103,10.0,13
12104,5.0,3
12104,10.0,4
12104,13.0,1
12105,10.0,5
12105,13.0,1
12107,0.0,1
12107,1.0,3
12107,2.0,4
12107,5.0,1
12107,6.0,2
12107,10.0,15
12108,0.0,1
12108,5.0,1
12108,6.0,2
12108,10.0,2
12109,0.0,1
12109,1.0,1
12109,5.0,2
12109,10.0,9
12110,0.0,3
12110,5.0,7
12110,6.0,1
12110,10.0,18
12111,6.0,1
12111,10.0,9
12112,0.0,1
12112,5.0,13
12112,6.0,7
12112,10.0,12
12112,13.0,3
12113,0.0,1
12113,1.0,6
12113,2.0,2
12113,5.0,7
12113,6.0,1
12113,10.0,23
12114,0.0,2
12114,5.0,10
12114,10.0,10
12115,5.0,3
12115,10.0,2
12115,13.0,2
12116,5.0,1
12116,6.0,1
12116,8.0,1
12116,10.0,7
12116,13.0,1
12117,10.0,7
12117,51.0,1
12118,0.0,1
12118,2.0,1
12118,10.0,8
12118,13.0,2
12119,0.0,1
12119,1.0,11
12119,3.0,2
12119,6.0,1
12119,10.0,18
12119,13.0,7
12120,0.0,1
12120,1.0,1
12120,2.0,2
12120,5.0,21
12120,6.0,5
12120,10.0,14
12121,0.0,1
12121,1.0,4
12121,2.0,14
12121,5.0,5
12121,6.0,3
12121,10.0,9
12122,0.0,3
12122,1.0,2
12122,5.0,44
12122,6.0,5
12122,10.0,20
12122,13.0,2
12123,1.0,4
12123,2.0,3
12123,5.0,1
12123,6.0,1
12123,10.0,7
12123,13.0,1
12123,51.0,2
12124,0.0,6
12124,5.0,8
12124,6.0,1
12124,10.0,37
12125,0.0,1
12125,1.0,2
12125,2.0,1
12125,6.0,3
12125,10.0,5
12125,13.0,2
12126,5.0,1
12126,6.0,1
12126,10.0,3
12127,0.0,5
12127,1.0,3
12127,5.0,16
12127,6.0,3
12127,10.0,4
12127,13.0,7
12127,51.0,3
12128,0.0,1
12128,2.0,3
12128,3.0,1
12128,5.0,4
12128,6.0,2
12128,10.0,7
12129,0.0,1
12129,10.0,6
12130,7.0,2
12130,10.0,5
12130,13.0,2
12131,5.0,1
12131,10.0,2
12131,13.0,1
12132,5.0,1
12132,10.0,2
12132,13.0,1
12133,10.0,3
12134,5.0,2
12134,10.0,11
12135,1.0,3
12135,10.0,4
12136,2.0,1
12136,6.0,2
12136,10.0,8
12137,0.0,1
12137,1.0,3
12137,2.0,7
12137,5.0,1
12137,10.0,1
12138,0.0,1
12138,2.0,7
12138,5.0,29
12138,6.0,5
12138,10.0,34
12139,10.0,3
12140,5.0,1
12140,10.0,3
12140,13.0,1
12141,1.0,1
12141,10.0,2
12142,0.0,1
12142,10.0,6
12142,13.0,2
12142,32.0,1
12143,1.0,1
12143,5.0,1
12143,10.0,15
12145,0.0,1
12145,1.0,2
12145,2.0,2
12145,10.0,2
12146,2.0,4
12146,5.0,6
12146,6.0,2
12146,7.0,3
12146,10.0,16
12146,51.0,1
12147,0.0,2
12147,3.0,1
12147,5.0,4
12147,10.0,24
12147,13.0,4
12148,5.0,2
12148,6.0,1
12148,9.0,1
12148,10.0,3
12148,13.0,2
12148,51.0,1
12149,5.0,1
12149,10.0,5
12150,0.0,3
12150,5.0,5
12150,6.0,8
12150,10.0,16
12150,13.0,4
12151,10.0,3
12152,0.0,2
12152,1.0,1
12152,2.0,2
12152,6.0,2
12152,10.0,3
12152,13.0,2
12153,0.0,2
12153,5.0,15
12153,6.0,1
12153,10.0,8
12153,13.0,2
12154,10.0,5
12155,0.0,1
12155,1.0,1
12155,6.0,1
12155,10.0,7
12156,0.0,2
12156,1.0,1
12156,4.0,1
12156,5.0,2
12156,10.0,4
12157,0.0,1
12157,2.0,1
12157,10.0,1
12157,13.0,2
12157,54.0,1
12158,6.0,1
12158,10.0,13
12159,5.0,3
12159,6.0,1
12159,10.0,2
12160,0.0,2
12160,1.0,3
12160,6.0,1
12160,10.0,8
12160,13.0,1
12160,51.0,4
12161,0.0,1
12161,2.0,2
12161,5.0,1
12161,6.0,1
12161,10.0,5
12161,32.0,1
12162,0.0,1
12162,1.0,2
12162,5.0,9
12162,6.0,1
12162,10.0,8
12162,13.0,1
12163,0.0,3
12163,2.0,2
12163,5.0,9
12163,6.0,1
12163,10.0,30
12163,17.0,1
12164,1.0,2
12164,5.0,1
12164,10.0,3
12165,6.0,1
12165,10.0,7
12166,6.0,1
12166,10.0,2
12167,0.0,1
12167,6.0,1
12167,10.0,10
12167,13.0,2
12168,0.0,2
12168,1.0,1
12168,6.0,2
12168,10.0,12
12168,13.0,1
12169,5.0,3
12169,6.0,2
12169,10.0,7
12170,10.0,6
12171,0.0,2
12171,10.0,15
12172,10.0,2
12172,13.0,1
12173,5.0,4
12173,6.0,1
12173,10.0,10
12174,0.0,1
12174,5.0,5
12174,10.0,26
12174,12.0,1
12175,5.0,1
12175,6.0,2
12175,10.0,2
12175,13.0,2
12176,0.0,1
12176,5.0,5
12176,6.0,1
12176,10.0,29
12176,13.0,1
12177,0.0,4
12177,2.0,5
12177,10.0,9
12178,1.0,4
12178,2.0,1
12178,5.0,4
12178,6.0,7
12178,10.0,9
12178,13.0,5
12179,10.0,1
12180,1.0,1
12180,5.0,39
12180,10.0,27
12181,2.0,1
12181,5.0,2
12181,6.0,2
12181,10.0,5
12181,13.0,4
12182,1.0,3
12182,5.0,1
12182,6.0,4
12182,10.0,4
12183,2.0,3
12183,6.0,1
12183,10.0,6
12184,1.0,2
12184,2.0,2
12184,10.0,8
12184,13.0,1
12185,0.0,1
12185,1.0,3
12185,6.0,8
12185,10.0,10
12185,13.0,8
12186,0.0,1
12186,2.0,6
12186,5.0,4
12186,6.0,1
12186,10.0,6
12186,13.0,2
12187,5.0,1
12187,10.0,4
12188,10.0,3
12188,13.0,1
12189,0.0,1
12189,5.0,13
12189,10.0,14
12190,10.0,4
12191,1.0,1
12191,5.0,22
12191,6.0,2
12191,10.0,35
12191,13.0,2
12191,51.0,1
12192,1.0,2
12192,5.0,1
12192,6.0,1
12192,10.0,2
12192,13.0,3
12193,1.0,2
12193,6.0,1
12193,10.0,11
12194,0.0,4
12194,5.0,1
12194,10.0,11
12194,13.0,1
12195,1.0,1
12195,5.0,3
12195,6.0,1
12195,10.0,7
12196,10.0,2
12197,10.0,5
12198,1.0,3
12198,2.0,5
