customer_no,owner_indic,acct_type,count
9491,1,7,2
9492,1,10,2
9493,1,6,19
9493,1,10,3
9493,1,1,1
9493,1,5,1
9493,1,13,1
9494,1,10,4
9495,1,10,1
9496,1,10,5
9496,1,1,1
9497,1,10,2
9498,1,10,2
9498,3,51,2
9499,1,5,3
9499,1,6,2
9499,1,10,2
9499,1,0,1
9499,1,13,1
9500,1,13,2
9500,1,10,1
9500,1,12,1
9500,4,13,1
9501,1,10,3
9501,1,0,1
9501,1,52,1
9502,1,6,3
9502,1,0,1
9502,1,10,1
9503,1,10,3
9503,1,6,2
9503,1,0,1
9503,1,1,1
9503,1,5,1
9503,1,7,1
9503,4,13,1
9504,1,10,5
9505,1,10,4
9505,1,5,1
9506,1,10,2
9506,1,5,1
9507,1,10,6
9507,1,5,5
9507,1,7,1
9507,1,13,1
9507,3,1,1
9507,3,2,1
9507,4,2,2
9508,1,10,9
9508,1,0,1
9508,1,2,1
9508,1,5,1
9508,1,6,1
9508,1,13,1
9509,1,10,3
9509,1,1,2
9509,1,6,2
9509,1,13,2
9510,1,6,4
9510,1,5,1
9510,1,10,1
9511,1,5,2
9512,1,10,4
9512,1,6,3
9512,1,5,1
9513,1,2,1
9513,1,10,1
9514,1,10,2
9514,1,13,1
9515,1,5,2
9515,1,10,2
9515,1,13,2
9516,1,10,2
9517,1,10,2
9517,1,6,1
9518,1,10,2
9518,1,13,2
9518,1,0,1
9519,1,6,7
9519,1,10,3
9519,1,13,2
9519,1,5,1
9519,1,7,1
9519,1,12,1
9520,1,5,4
9520,1,10,3
9520,1,0,1
9521,1,10,2
9522,1,10,7
9522,1,6,4
9522,1,13,2
9522,1,1,1
9522,2,10,1
9523,1,10,3
9523,1,5,1
9523,1,13,1
9524,1,1,1
9524,1,10,1
9524,4,2,1
9525,1,6,3
9525,1,10,3
9526,1,10,2
9526,1,5,1
9527,1,10,7
9527,1,5,6
9527,1,1,2
9528,1,1,1
9528,1,10,1
9529,1,10,7
9529,1,6,5
9529,1,5,3
9529,1,53,2
9529,1,1,1
9529,1,4,1
9529,1,13,1
9530,1,10,2
9530,1,2,1
9531,1,6,4
9531,1,10,1
9531,1,13,1
9531,3,51,1
9531,4,2,2
9532,1,6,7
9532,1,10,3
9532,1,13,3
9532,1,0,1
9532,1,5,1
9533,1,10,13
9533,1,6,9
9533,1,13,1
9533,2,10,2
9534,1,10,2
9535,1,6,3
9535,1,1,2
9535,1,10,1
9536,1,10,1
9536,4,2,1
9537,1,10,3
9537,1,5,1
9538,1,5,1
9538,1,6,1
9538,1,10,1
9538,4,5,1
9539,1,6,14
9539,1,10,4
9539,1,0,2
9539,1,5,2
9539,1,13,2
9540,1,10,2
9540,1,13,1
9541,1,10,3
9542,1,10,2
9543,1,6,5
9543,1,5,4
9543,1,10,2
9544,1,5,5
9544,1,6,2
9544,1,10,2
9544,1,13,1
9545,1,10,1
9546,1,10,9
9547,1,10,2
9548,1,6,1
9548,1,7,1
9548,1,10,1
9548,1,13,1
9548,3,13,1
9549,1,10,7
9549,1,5,2
9549,1,1,1
9549,1,2,1
9549,1,13,1
9549,4,3,2
9550,1,10,12
9550,1,6,1
9550,1,8,1
9550,2,10,2
9551,1,10,4
9551,1,6,2
9551,1,2,1
9552,1,10,2
9553,1,10,5
9553,2,10,4
9554,1,10,1
9555,1,10,9
9555,1,12,1
9556,1,6,6
9556,1,10,4
9556,1,5,3
9556,1,0,1
9557,1,6,4
9557,1,1,1
9557,1,13,1
9558,1,10,3
9558,1,1,1
9558,1,6,1
9558,4,2,1
9559,1,10,3
9559,1,6,1
9559,1,13,1
9560,1,10,15
9560,1,6,2
9560,1,0,1
9560,1,1,1
9560,1,3,1
9560,1,5,1
9560,2,10,1
9561,1,10,26
9561,1,1,2
9561,1,12,2
9561,1,0,1
9561,1,4,1
9561,2,10,2
9562,1,10,1
9563,1,10,7
9563,1,6,2
9564,1,1,1
9564,1,10,1
9565,1,10,14
9565,1,11,1
9565,1,13,1
9565,2,10,1
9566,1,13,3
9566,1,6,1
9566,1,10,1
9566,4,2,3
9567,1,5,9
9567,1,10,6
9567,1,0,2
9567,1,2,1
9567,1,6,1
9568,1,6,18
9568,1,13,3
9568,1,10,2
9568,1,5,1
9569,1,10,4
9570,1,10,12
9570,1,5,3
9570,1,12,1
9570,4,2,2
9571,1,10,3
9571,1,1,1
9571,4,2,1
9572,1,10,2
9572,1,1,1
9572,1,5,1
9573,1,10,9
9573,1,0,2
9573,1,3,2
9573,1,2,1
9574,1,10,4
9574,1,6,3
9574,1,13,2
9574,1,3,1
9574,1,5,1
9575,1,10,2
9575,1,6,1
9576,1,10,9
9576,1,5,3
9576,1,2,1
9576,1,6,1
9576,1,8,1
9576,4,1,1
9576,4,35,1
9577,1,10,5
9577,1,5,2
9577,4,2,2
9578,1,10,11
9578,1,5,2
9578,1,2,1
9578,1,13,1
9578,4,2,1
9578,4,5,1
9579,1,10,8
9580,1,10,1
9580,1,13,1
9581,1,6,2
9581,1,10,2
9582,1,53,5
9582,1,10,4
9582,1,1,3
9582,3,1,1
9582,4,1,1
9583,1,10,3
9583,1,2,2
9584,1,6,6
9584,1,10,4
9585,1,10,7
9585,1,5,1
9585,2,10,1
9586,1,6,1
9586,1,13,1
9587,1,1,1
9587,1,10,1
9588,1,10,15
9588,1,5,12
9588,1,2,4
9588,1,6,2
9588,1,12,2
9588,2,10,1
9588,4,1,1
9589,1,10,2
9590,1,6,5
9590,1,10,2
9590,3,13,1
9590,4,1,1
9591,1,2,1
9591,1,6,1
9592,1,10,4
9592,1,6,3
9592,1,5,1
9592,4,5,2
9593,1,10,5
9593,1,7,4
9593,1,1,2
9593,1,5,2
9594,1,6,5
9594,1,10,4
9595,1,7,4
9595,1,0,2
9595,1,10,1
9595,1,12,1
9596,1,6,2
9596,1,10,1
9596,1,13,1
9597,1,10,6
9597,1,7,4
9597,1,5,3
9597,1,1,1
9597,1,2,1
9597,1,6,1
9598,1,10,6
9598,1,5,1
9598,4,8,1
9599,1,7,6
9599,1,10,4
9599,1,6,2
9599,1,13,1
9600,1,5,3
9600,1,6,3
9600,1,1,1
9601,1,6,3
9601,1,0,2
9601,1,10,2
9601,1,1,1
9601,1,5,1
9601,3,1,1
9602,1,10,11
9602,1,5,2
9602,1,1,1
9603,1,10,3
9603,1,6,1
9604,1,10,2
9604,1,6,1
9604,1,13,1
9605,1,10,5
9605,1,5,1
9605,1,12,1
9606,1,6,10
9606,1,10,2
9606,1,1,1
9606,1,5,1
9606,1,13,1
9606,1,32,1
9606,4,5,1
9607,1,6,4
9607,1,10,2
9607,1,13,1
9607,3,1,1
9608,1,7,4
9608,1,10,2
9608,1,13,2
9609,1,10,7
9610,1,10,3
9610,1,51,3
9611,1,1,4
9611,1,10,4
9611,1,32,2
9611,1,3,1
9611,1,5,1
9611,1,6,1
9611,1,51,1
9611,4,0,1
9612,1,10,2
9612,1,0,1
9612,1,13,1
9613,1,5,5
9613,1,10,4
9613,1,6,2
9613,1,0,1
9613,1,1,1
9613,1,51,1
9614,1,10,2
9614,1,6,1
9615,1,10,3
9615,1,6,2
9616,1,10,2
9616,1,6,1
9616,4,2,1
9617,1,10,3
9617,4,1,1
9618,1,10,4
9618,1,32,1
9619,1,10,5
9619,1,0,1
9619,1,6,1
9620,1,10,3
9620,4,5,2
9621,1,5,4
9621,1,10,4
9621,1,1,1
9622,1,5,2
9622,1,10,2
9622,1,1,1
9623,1,6,3
9623,1,10,3
9624,1,1,1
9624,1,10,1
9624,1,13,1
9625,1,10,4
9625,1,5,3
9625,1,6,3
9625,1,1,1
9625,1,13,1
9626,1,8,3
9626,1,10,2
9627,1,1,1
9627,1,10,1
9627,1,13,1
9628,1,10,2
9628,1,5,1
9628,4,13,1
9629,1,10,4
9629,1,5,1
9630,1,10,2
9630,1,5,1
9631,1,6,4
9631,1,10,2
9631,1,1,1
9631,1,2,1
9632,1,10,11
9632,1,1,2
9633,1,5,3
9633,1,10,3
9633,1,13,3
9633,1,7,2
9633,1,0,1
9633,4,0,1
9633,4,1,1
9634,1,10,2
9635,1,10,11
9635,1,1,2
9635,1,2,1
9635,1,5,1
9636,1,10,3
9636,1,5,1
9637,1,10,3
9637,1,5,2
9638,1,10,2
9638,1,5,1
9639,1,5,9
9639,1,10,8
9640,1,10,3
9640,4,2,1
9641,1,10,2
9642,1,10,2
9643,1,10,4
9643,1,5,2
9644,1,10,18
9644,1,1,4
9644,1,5,3
9644,3,8,1
9644,3,12,1
9644,4,2,1
9644,4,8,1
9645,1,10,8
9645,1,13,1
9646,1,10,5
9646,1,13,1
9646,4,2,1
9647,1,10,1
9647,1,13,1
9648,1,10,3
9648,1,6,2
9648,1,13,1
9649,1,6,7
9649,1,10,4
9649,1,7,3
9649,1,0,2
9649,1,5,1
9650,1,10,3
9651,1,10,3
9651,1,5,1
9651,1,6,1
9652,1,1,1
9652,1,10,1
9653,1,10,3
9653,1,13,2
9654,1,10,6
9654,1,1,2
9654,1,6,2
9654,1,13,2
9654,1,5,1
9655,1,10,4
9655,1,13,3
9655,1,6,2
9655,1,2,1
9655,4,1,1
9656,1,6,5
9656,1,10,3
9656,1,13,1
9657,1,6,6
9657,1,10,6
9657,1,13,2
9657,1,5,1
9657,2,10,1
9657,4,13,1
9657,4,32,1
9658,1,10,6
9659,1,6,7
9659,1,5,3
9659,1,10,3
9659,4,2,1
9659,4,17,1
9660,1,10,2
9660,4,1,1
9661,1,6,5
9662,1,1,2
9662,1,6,2
9663,1,10,2
9663,1,13,2
9663,1,0,1
9663,1,1,1
9663,1,5,1
9664,1,6,1
9664,1,10,1
9664,1,51,1
9664,4,2,1
9665,1,10,2
9665,1,6,1
9665,1,13,1
9666,1,6,7
9666,1,10,4
9666,1,5,1
9666,1,13,1
9667,1,10,12
9667,1,5,1
9667,1,6,1
9667,3,2,1
9668,1,10,7
9668,1,5,2
9668,1,6,2
9668,1,2,1
9668,1,13,1
9668,1,32,1
9669,1,5,1
9669,1,10,1
9669,4,1,1
9670,1,10,2
9671,1,10,2
9672,1,7,3
9672,1,10,2
9672,1,0,1
9672,1,1,1
9672,1,2,1
9672,4,1,1
9673,1,1,2
9673,1,10,1
9674,1,10,2
9675,1,10,3
9675,1,0,1
9675,1,6,1
9675,1,13,1
9675,3,1,1
9675,3,17,1
9675,4,1,2
9675,4,3,1
9676,1,6,6
9676,1,10,4
9676,1,1,1
9677,1,10,3
9678,1,10,14
9678,2,10,1
9679,1,10,10
9680,1,1,2
9680,1,7,2
9680,1,10,2
9680,1,5,1
9680,4,7,4
9681,1,10,3
9681,1,5,2
9681,1,6,1
9682,1,10,2
9682,1,13,1
9683,1,10,2
9684,1,10,6
9684,1,5,4
9684,1,6,4
9684,1,2,1
9684,1,13,1
9685,1,10,2
9685,1,13,1
9686,1,10,2
9686,1,5,1
9686,1,7,1
9686,1,13,1
9687,1,3,1
9687,1,5,1
9687,1,10,1
9687,4,1,1
9687,4,2,1
9688,1,10,3
9688,1,6,2
9688,1,1,1
9688,1,5,1
9688,1,32,1
9688,4,5,2
9688,4,1,1
9689,1,1,2
9689,1,10,2
9690,1,10,3
9690,1,5,2
9690,4,13,1
9691,1,10,6
9691,1,12,1
9692,1,10,2
9692,1,0,1
9692,1,5,1
9693,1,10,2
9694,1,10,3
9695,1,10,7
9696,1,6,3
9696,1,10,3
9697,1,10,3
9697,1,6,2
9697,1,0,1
9697,1,5,1
9697,4,6,1
9698,1,10,3
9698,1,1,1
9698,1,3,1
9699,1,6,3
9699,1,10,3
9700,1,10,12
9700,1,5,3
9700,1,1,1
9700,1,6,1
9700,1,8,1
9700,1,51,1
9700,3,8,1
9701,1,10,2
9701,1,12,1
9701,3,1,1
9701,4,5,1
9702,1,6,3
9702,1,10,3
9702,1,5,1
9703,1,6,9
9703,1,10,4
9703,1,0,3
9703,1,5,3
9704,1,10,1
9704,4,3,1
9705,1,10,5
9705,1,5,1
9706,1,10,3
9706,1,1,2
9707,1,10,4
9708,1,10,3
9709,1,10,2
9710,1,10,5
9710,1,6,2
9711,1,10,9
9711,1,0,1
9711,1,5,1
9711,4,52,1
9712,1,5,2
9712,1,10,2
9712,1,6,1
9712,4,13,1
9713,1,10,4
9713,1,13,1
9714,1,5,2
9714,1,10,2
9714,1,0,1
9714,4,1,1
9715,1,10,4
9715,1,1,2
9716,1,10,4
9716,1,6,2
9716,1,32,1
9717,1,10,3
9717,1,7,2
9717,1,2,1
9717,1,5,1
9717,1,6,1
9717,1,13,1
9718,1,10,5
9718,1,6,1
9719,1,10,6
9719,1,2,1
9720,1,10,8
9720,1,1,6
9720,1,15,5
9720,1,6,1
9721,1,10,2
9721,1,1,1
9721,1,13,1
9722,1,10,3
9722,1,13,1
9723,1,1,2
9723,1,10,2
9723,1,5,1
9723,1,13,1
9724,1,10,3
9724,1,1,1
9724,1,6,1
9724,1,54,1
9724,4,1,1
9725,1,10,6
9725,1,6,5
9725,1,13,1
9725,4,2,1
9726,1,10,2
9727,1,10,2
9727,1,0,1
9727,1,5,1
9727,1,13,1
9728,1,2,1
9728,1,10,1
9729,1,10,1
9730,1,10,7
9730,1,5,4
9730,1,13,2
9730,2,10,1
9730,4,2,1
9731,1,10,3
9731,1,6,2
9731,1,13,1
9731,1,32,1
9732,1,10,3
9732,1,1,1
9732,1,6,1
9733,1,10,2
9734,1,10,1
9735,1,5,3
9735,1,10,3
9736,1,10,5
9736,4,1,1
9737,1,10,8
9737,1,5,3
9737,1,6,1
9737,1,13,1
9738,1,10,9
9738,1,5,5
9738,1,6,2
9738,1,1,1
9738,2,10,1
9739,1,6,3
9739,1,10,2
9739,1,1,1
9740,1,10,8
9741,1,10,25
9741,1,5,8
9741,1,6,7
9741,1,1,1
9741,1,2,1
9741,1,3,1
9741,1,51,1
9741,2,10,4
9741,4,3,1
9742,1,10,6
9742,1,6,5
9742,1,5,1
9742,4,2,1
9743,1,10,6
9743,1,13,1
9744,1,6,3
9744,1,10,2
9744,1,13,2
9744,1,5,1
9745,1,10,22
9745,1,5,13
9746,1,6,5
9746,1,13,2
9746,1,10,1
9747,1,5,5
9747,1,10,5
9747,1,6,3
9747,1,1,2
9747,2,10,1
9747,4,35,1
9748,1,10,2
9748,1,6,1
9748,4,13,1
9749,1,10,11
9749,1,1,3
9749,1,2,2
9749,1,0,1
9749,1,3,1
9749,1,9,1
9749,2,10,2
9749,3,1,1
9750,1,10,9
9750,1,6,4
9750,1,1,2
9750,1,13,2
9750,2,10,1
9751,1,10,2
9752,1,2,1
9752,1,10,1
9752,3,1,1
9752,4,2,1
9752,4,35,1
9753,1,10,2
9754,1,6,14
9754,1,10,6
9754,1,5,3
9754,1,1,1
9754,1,7,1
9754,1,13,1
9754,1,32,1
9755,1,10,2
9755,1,5,1
9755,1,6,1
9756,1,10,2
9756,1,0,1
9757,1,1,1
9757,1,10,1
9758,1,5,3
9758,1,10,3
9759,1,10,11
9759,1,1,2
9759,1,13,2
9759,2,10,1
9760,1,10,4
9761,1,1,1
9761,1,10,1
9762,1,10,21
9762,1,5,3
9762,1,0,1
9762,1,6,1
9762,2,10,1
9763,1,10,2
9764,1,10,2
9765,1,10,3
9766,1,5,1
9766,1,6,1
9766,1,10,1
9766,1,13,1
9767,1,10,3
9767,1,6,1
9768,1,10,2
9768,1,0,1
9768,3,1,1
9769,1,10,3
9769,1,13,1
9770,1,7,4
9770,1,10,3
9770,1,6,2
9770,1,5,1
9771,1,6,13
9771,1,10,3
9771,1,1,2
9771,1,5,1
9772,1,10,3
9772,1,5,1
9772,1,6,1
9772,1,13,1
9773,1,10,2
9774,1,6,5
9774,1,5,2
9774,1,10,2
9774,1,1,1
9774,4,2,1
9775,1,7,5
9775,1,5,2
9775,1,10,2
9775,1,13,1
9776,1,10,5
9776,1,6,2
9776,1,5,1
9777,4,2,1
9778,1,10,9
9778,1,5,1
9778,1,12,1
9779,1,10,3
9779,1,1,1
9779,4,2,1
9780,1,10,2
9780,1,1,1
9780,1,5,1
9780,1,13,1
9781,1,10,2
9782,1,10,2
9783,1,6,3
9783,1,10,2
9784,1,7,2
9784,1,10,2
9785,1,10,2
9785,1,0,1
9785,1,13,1
9786,1,10,2
9787,1,10,3
9787,1,6,1
9787,1,12,1
9788,1,10,9
9788,1,5,4
9788,1,0,1
9788,1,6,1
9788,1,15,1
9788,4,13,1
9789,1,10,14
9789,1,6,1
9790,1,10,2
9791,1,10,3
9792,1,5,4
9792,1,10,4
9792,1,0,1
9792,1,13,1
9793,1,10,8
9793,1,2,1
9793,1,13,1
9794,1,10,3
9794,1,1,1
9794,1,3,1
9794,3,1,1
9794,4,1,2
9794,4,2,1
9795,1,10,5
9795,1,1,2
9795,1,6,1
9795,1,13,1
9796,1,5,2
9796,1,10,2
9796,1,13,2
9796,1,6,1
9797,1,10,4
9797,1,6,2
9798,1,5,4
9798,1,10,3
9798,1,6,1
9799,1,10,2
9799,1,5,1
9800,1,10,2
9800,1,13,2
9800,1,5,1
9801,1,10,7
9801,1,5,1
9801,1,13,1
9802,1,10,6
9802,1,6,3
9802,1,1,1
9802,1,13,1
9803,1,6,5
9803,1,13,2
9803,1,10,1
9804,1,10,6
9804,1,5,2
9804,1,6,2
9805,1,6,3
9805,1,0,1
9805,1,5,1
9806,1,10,3
9807,1,10,4
9807,1,5,1
9808,1,1,2
9808,1,0,1
9808,1,5,1
9808,1,10,1
9809,1,6,1
9809,1,10,1
9809,1,13,1
9810,1,10,3
9810,1,1,1
9810,1,6,1
9811,1,6,3
9811,1,10,2
9811,1,7,1
9811,1,13,1
9812,1,10,3
9812,1,2,1
9813,1,1,1
9813,1,6,1
9813,1,10,1
9813,1,13,1
9814,1,6,4
9814,1,10,3
9814,1,12,1
9815,1,10,2
9815,1,1,1
9815,1,13,1
9816,1,10,2
9817,1,10,2
9817,1,17,1
9818,1,10,9
9818,1,15,2
9819,1,5,6
9819,1,10,6
9819,1,6,2
9819,4,1,1
9820,1,10,6
9820,1,6,4
9820,1,5,2
9821,1,1,1
9821,1,10,1
9821,1,15,1
9822,1,10,5
9822,1,1,1
9823,1,10,4
9823,1,5,1
9824,1,10,2
9824,1,5,1
9824,1,13,1
9824,4,5,1
9825,1,10,2
9825,4,2,1
9826,1,10,5
9826,1,5,1
9826,1,6,1
9827,1,10,4
9827,1,6,3
9827,1,12,2
9827,1,15,1
9827,1,54,1
9827,2,10,1
9828,1,10,4
9828,1,5,1
9828,1,13,1
9829,1,10,4
9829,1,0,2
9829,1,2,2
9829,1,7,2
9829,1,13,2
9829,1,5,1
9829,4,2,2
9829,4,3,2
9830,1,1,2
9830,1,10,1
9830,3,17,1
9831,1,10,2
9832,1,0,2
9832,1,10,2
9832,1,1,1
9832,1,6,1
9832,1,7,1
9833,1,10,3
9833,1,13,1
9834,1,5,2
9834,1,6,2
9834,1,0,1
9835,1,10,5
9836,1,10,5
9837,1,6,1
9837,1,10,1
9838,1,10,2
9839,1,10,15
9839,1,6,3
9839,1,1,2
9839,1,0,1
9839,2,10,1
9839,4,2,2
9840,1,10,3
9841,1,10,6
9841,1,13,3
9841,1,1,1
9842,1,10,2
9842,1,0,1
9842,1,13,1
9842,4,2,1
9843,1,10,3
9843,1,5,2
9844,1,6,2
9844,1,10,2
9845,1,5,1
9846,1,10,3
9846,1,59,1
9847,1,10,14
9847,1,5,4
9847,1,1,2
9847,1,6,1
9847,2,10,2
9847,3,51,1
9847,4,51,3
9848,1,10,2
9848,1,1,1
9849,1,10,4
9849,1,6,2
9850,1,5,2
9850,1,6,2
9850,1,10,2
9850,1,13,1
9850,4,1,1
9851,1,10,4
9851,1,5,2
9851,1,0,1
9851,4,5,1
9852,1,10,4
9852,4,2,1
9852,4,5,1
9853,1,10,16
9853,1,0,3
9853,1,5,2
9853,1,1,1
9853,1,13,1
9854,1,6,3
9854,1,10,2
9855,1,10,2
9855,1,6,1
9856,1,10,2
9856,1,13,2
9856,1,1,1
9856,1,3,1
9857,1,10,2
9858,1,6,5
9858,1,10,4
9858,1,5,1
9858,1,13,1
9859,1,10,4
9859,1,1,1
9860,1,6,2
9860,1,0,1
9860,1,10,1
9861,1,6,2
9861,1,5,1
9861,1,10,1
9861,1,17,1
9861,4,17,1
9862,1,10,3
9862,1,13,3
9862,1,5,2
9862,1,1,1
9862,1,2,1
9863,1,6,3
9863,1,10,3
9863,1,1,1
9863,1,5,1
9864,1,10,19
9864,1,6,12
9864,1,5,2
9864,1,13,2
9864,1,51,1
9865,1,10,2
9866,1,10,4
9867,1,10,2
9867,1,5,1
9867,1,13,1
9868,1,10,5
9868,1,6,2
9868,4,2,1
9869,1,7,6
9869,1,6,3
9869,1,10,3
9869,1,0,1
9870,1,10,4
9870,1,2,1
9870,4,2,2
9871,1,10,3
9871,1,6,1
9872,1,1,4
9872,1,13,3
9872,1,5,1
9872,1,10,1
9873,1,10,3
9873,1,13,1
9874,1,10,6
9874,1,5,1
9875,1,7,2
9875,1,5,1
9875,1,6,1
9875,1,10,1
9875,4,2,1
9876,1,5,4
9876,1,10,3
9876,1,0,1
9876,1,6,1
9876,1,13,1
9877,1,5,2
9877,1,10,1
9878,1,10,3
9878,1,1,1
9879,1,10,4
9879,1,1,3
9879,1,6,3
9879,1,5,2
9880,1,10,6
9880,1,7,5
9880,1,5,3
9881,1,10,7
9881,1,6,3
9881,1,5,2
9881,4,2,1
9882,1,10,6
9883,1,10,3
9883,1,5,2
9883,1,13,1
9884,1,10,1
9885,1,0,1
9885,1,10,1
9885,4,2,1
9885,4,17,1
9886,1,10,3
9886,1,5,1
9887,1,6,3
9887,1,10,3
9887,1,1,1
9887,1,13,1
9887,4,2,1
9888,1,10,3
9888,1,5,1
9889,1,10,15
9889,1,5,5
9889,1,1,2
9889,1,0,1
9889,2,10,1
9890,1,10,4
9890,1,7,2
9890,1,1,1
9890,1,13,1
9890,1,53,1
9891,1,6,9
9891,1,10,3
9891,1,5,1
9892,1,10,3
9892,1,0,1
9892,1,5,1
9892,1,13,1
9892,4,13,1
9893,1,7,2
9893,1,0,1
9893,1,1,1
9893,1,6,1
9893,1,10,1
9894,1,10,2
9894,1,5,1
9895,1,10,2
9896,1,6,3
9896,1,10,2
9896,1,5,1
9896,1,13,1
9896,2,10,3
9897,1,6,4
9897,1,10,3
9898,1,1,1
9899,1,10,2
9900,1,1,3
9900,1,0,2
9900,1,10,2
9900,1,6,1
9900,1,7,1
9900,1,53,1
9901,1,10,4
9901,1,5,3
9901,1,0,1
9901,1,13,1
9902,1,10,4
9902,1,5,2
9902,1,0,1
9902,1,8,1
9903,1,10,6
9903,1,32,2
9903,1,0,1
9903,1,1,1
9903,1,5,1
9904,1,10,1
9905,1,10,2
9905,1,5,1
9906,1,10,18
9906,1,9,1
9906,1,13,1
9906,4,0,1
9906,4,2,1
9906,4,12,1
9907,1,10,5
9907,1,1,1
9907,1,13,1
9907,4,1,2
9908,1,6,10
9908,1,1,1
9908,1,10,1
9909,1,10,5
9909,1,6,4
9909,1,0,1
9910,1,10,2
9910,1,13,1
9911,1,6,3
9911,1,10,2
9911,1,7,1
9912,1,10,2
9912,1,13,1
9913,1,10,4
9913,1,1,1
9913,1,5,1
9913,4,2,1
9914,1,6,1
9914,1,10,1
9915,1,13,2
9915,1,10,1
9915,4,1,1
9916,1,10,10
9916,1,6,4
9916,1,13,4
9916,1,0,2
9916,1,5,2
9917,1,1,2
9918,1,1,1
9918,1,2,1
9918,4,2,2
9919,1,10,4
9919,1,1,1
9919,1,5,1
9919,4,1,1
9920,1,10,2
9920,4,2,1
9921,1,5,4
9921,1,10,4
9921,1,6,3
9921,1,7,3
9921,1,1,2
9921,1,13,1
9921,4,3,2
9922,1,6,3
9922,1,5,2
9922,1,10,2
9922,1,1,1
9923,1,7,9
9923,1,10,2
9923,1,5,1
9923,1,13,1
9924,1,6,2
9924,1,10,2
9924,1,13,1
9925,1,10,4
9925,1,6,2
9926,1,10,5
9926,1,5,1
9926,4,8,1
9927,1,10,3
9927,1,1,1
9927,1,5,1
9928,1,10,2
9929,1,6,2
9929,1,0,1
9929,1,2,1
9929,1,10,1
9929,1,15,1
9930,1,10,3
9931,1,6,3
9931,1,10,2
9932,1,10,3
9932,1,1,1
9932,1,6,1
9933,1,5,3
9933,1,10,3
9934,1,10,4
9934,1,5,2
9934,1,6,2
9934,4,2,1
9935,1,10,2
9936,1,10,4
9936,1,1,2
9937,1,10,3
9937,1,5,2
9937,1,6,2
9938,1,10,3
9939,1,10,7
9939,1,6,2
9939,1,1,1
9939,1,5,1
9939,1,7,1
9940,1,10,4
9941,1,7,4
9941,1,10,2
9942,1,10,3
9942,1,1,1
9943,1,10,8
9943,1,5,2
9943,1,7,1
9943,1,13,1
9944,1,10,13
9944,1,1,4
9944,1,5,1
9944,1,7,1
9944,1,13,1
9944,1,32,1
9944,4,2,1
9945,1,10,6
9945,1,6,1
9946,1,5,3
9946,1,10,2
9946,1,0,1
9946,1,13,1
9947,1,10,5
9947,1,5,4
9947,2,10,1
9947,4,2,1
9948,1,5,1
9949,1,10,11
9949,1,5,1
9950,1,7,2
9950,1,12,2
9950,1,6,1
9950,1,10,1
9950,1,13,1
9950,4,13,1
9951,1,1,1
9951,1,10,1
9952,1,10,1
9952,4,13,1
9953,1,10,3
9953,4,13,1
9954,1,10,5
9955,1,2,1
9955,1,6,1
9956,1,10,3
9956,1,5,2
9957,1,10,3
9957,1,13,2
9957,1,5,1
9957,1,7,1
9958,1,10,4
9958,1,3,1
9958,1,5,1
9959,1,10,8
9959,1,5,4
9960,1,10,3
9960,1,5,1
9961,1,6,5
9961,1,10,5
9961,1,5,2
9961,1,7,1
9961,1,13,1
9961,4,2,2
9961,4,13,1
9962,1,10,14
9962,1,5,1
9962,1,6,1
9962,4,1,1
9963,1,10,5
9963,1,6,4
9963,1,5,1
9964,1,10,15
9964,1,1,1
9964,1,7,1
9964,3,2,3
9964,3,12,2
9964,3,1,1
9964,4,12,1
9965,1,10,3
9965,1,17,1
9965,4,13,1
9966,1,10,4
9966,1,6,2
9967,1,10,5
9967,1,0,1
9967,1,5,1
9968,1,10,14
9968,1,13,1
9969,1,10,9
9969,1,5,5
9970,1,10,11
9970,1,5,3
9970,1,6,3
9970,1,2,2
9970,1,0,1
9970,1,1,1
9970,1,13,1
9971,1,5,2
9971,1,10,2
9971,1,7,1
9971,1,12,1
9972,1,10,6
9973,1,10,2
9973,1,0,1
9973,1,5,1
9974,1,10,4
9974,1,1,1
9975,1,10,2
9976,1,10,4
9976,1,13,1
9977,1,6,2
9977,1,10,2
9977,1,1,1
9978,1,13,3
9978,1,10,1
9979,1,10,8
9979,1,5,2
9979,1,0,1
9979,1,6,1
9980,1,10,16
9980,1,12,2
9980,1,1,1
9980,2,10,2
9981,1,10,5
9982,1,10,6
9982,1,5,1
9983,1,10,7
9983,1,5,4
9984,1,10,2
9985,1,10,3
9985,1,0,1
9985,1,5,1
9986,1,6,10
9986,1,10,3
9986,1,0,2
9986,1,1,2
9986,1,5,1
9986,1,13,1
9987,1,5,2
9987,1,10,2
9987,1,6,1
9988,1,10,4
9989,1,10,3
9989,1,13,1
9990,1,6,7
9990,1,1,3
9990,1,10,3
9990,1,5,2
9990,1,7,2
9990,1,0,1
9991,1,10,2
9991,1,15,1
9992,1,10,8
9992,1,6,6
9992,1,5,4
9992,1,8,1
9992,1,13,1
9992,4,13,1
9993,1,10,3
9993,1,5,1
9994,1,10,2
9994,1,5,1
9995,1,10,3
9995,1,1,2
9996,1,10,2
9996,1,5,1
9996,1,13,1
9997,1,6,2
9997,1,0,1
9997,1,3,1
9997,1,10,1
9998,1,10,3
9999,1,10,5
9999,1,6,3
9999,1,12,1
10000,1,6,2
10000,1,10,2
10000,1,1,1
10000,3,1,1
10001,1,10,9
10001,1,6,4
10001,1,1,2
10001,1,0,1
